Freq.	V(out)
9.95405417351261e+001	(1.84348506941180e+001dB,1.46629713819321e+002°)
9.97700063822286e+001	(1.84287900432224e+001dB,1.46569082725977e+002°)
9.99999999999732e+001	(1.84227099221168e+001dB,1.46508396745902e+002°)
1.00230523807763e+002	(1.84166102956225e+001dB,1.46447656101962e+002°)
1.00461579027813e+002	(1.84104911286727e+001dB,1.46386861018206e+002°)
1.00693166885153e+002	(1.84043523863139e+001dB,1.46326011719864e+002°)
1.00925288607641e+002	(1.83981940337065e+001dB,1.46265108433343e+002°)
1.01157945425963e+002	(1.83920160361267e+001dB,1.46204151386231e+002°)
1.01391138573641e+002	(1.83858183589670e+001dB,1.46143140807284e+002°)
1.01624869287042e+002	(1.83796009677377e+001dB,1.46082076926434e+002°)
1.01859138805384e+002	(1.83733638280679e+001dB,1.46020959974781e+002°)
1.02093948370741e+002	(1.83671069057067e+001dB,1.45959790184590e+002°)
1.02329299228048e+002	(1.83608301665242e+001dB,1.45898567789291e+002°)
1.02565192625113e+002	(1.83545335765132e+001dB,1.45837293023476e+002°)
1.02801629812620e+002	(1.83482171017894e+001dB,1.45775966122895e+002°)
1.03038612044134e+002	(1.83418807085934e+001dB,1.45714587324452e+002°)
1.03276140576112e+002	(1.83355243632913e+001dB,1.45653156866207e+002°)
1.03514216667907e+002	(1.83291480323763e+001dB,1.45591674987368e+002°)
1.03752841581773e+002	(1.83227516824693e+001dB,1.45530141928291e+002°)
1.03992016582878e+002	(1.83163352803204e+001dB,1.45468557930475e+002°)
1.04231742939302e+002	(1.83098987928101e+001dB,1.45406923236561e+002°)
1.04472021922052e+002	(1.83034421869501e+001dB,1.45345238090327e+002°)
1.04712854805062e+002	(1.82969654298847e+001dB,1.45283502736688e+002°)
1.04954242865204e+002	(1.82904684888918e+001dB,1.45221717421687e+002°)
1.05196187382294e+002	(1.82839513313842e+001dB,1.45159882392498e+002°)
1.05438689639098e+002	(1.82774139249105e+001dB,1.45097997897420e+002°)
1.05681750921337e+002	(1.82708562371563e+001dB,1.45036064185870e+002°)
1.05925372517700e+002	(1.82642782359454e+001dB,1.44974081508388e+002°)
1.06169555719844e+002	(1.82576798892410e+001dB,1.44912050116625e+002°)
1.06414301822403e+002	(1.82510611651466e+001dB,1.44849970263343e+002°)
1.06659612122997e+002	(1.82444220319070e+001dB,1.44787842202413e+002°)
1.06905487922237e+002	(1.82377624579100e+001dB,1.44725666188809e+002°)
1.07151930523732e+002	(1.82310824116870e+001dB,1.44663442478605e+002°)
1.07398941234096e+002	(1.82243818619143e+001dB,1.44601171328969e+002°)
1.07646521362955e+002	(1.82176607774139e+001dB,1.44538852998166e+002°)
1.07894672222954e+002	(1.82109191271553e+001dB,1.44476487745544e+002°)
1.08143395129765e+002	(1.82041568802558e+001dB,1.44414075831538e+002°)
1.08392691402091e+002	(1.81973740059823e+001dB,1.44351617517663e+002°)
1.08642562361677e+002	(1.81905704737518e+001dB,1.44289113066510e+002°)
1.08893009333314e+002	(1.81837462531329e+001dB,1.44226562741743e+002°)
1.09144033644846e+002	(1.81769013138468e+001dB,1.44163966808093e+002°)
1.09395636627180e+002	(1.81700356257684e+001dB,1.44101325531354e+002°)
1.09647819614289e+002	(1.81631491589271e+001dB,1.44038639178380e+002°)
1.09900583943222e+002	(1.81562418835083e+001dB,1.43975908017080e+002°)
1.10153930954112e+002	(1.81493137698544e+001dB,1.43913132316415e+002°)
1.10407861990178e+002	(1.81423647884656e+001dB,1.43850312346388e+002°)
1.10662378397737e+002	(1.81353949100013e+001dB,1.43787448378048e+002°)
1.10917481526210e+002	(1.81284041052809e+001dB,1.43724540683478e+002°)
1.11173172728129e+002	(1.81213923452850e+001dB,1.43661589535795e+002°)
1.11429453359143e+002	(1.81143596011567e+001dB,1.43598595209141e+002°)
1.11686324778026e+002	(1.81073058442021e+001dB,1.43535557978684e+002°)
1.11943788346685e+002	(1.81002310458919e+001dB,1.43472478120609e+002°)
1.12201845430166e+002	(1.80931351778621e+001dB,1.43409355912111e+002°)
1.12460497396662e+002	(1.80860182119153e+001dB,1.43346191631398e+002°)
1.12719745617521e+002	(1.80788801200214e+001dB,1.43282985557679e+002°)
1.12979591467249e+002	(1.80717208743192e+001dB,1.43219737971159e+002°)
1.13240036323525e+002	(1.80645404471168e+001dB,1.43156449153040e+002°)
1.13501081567201e+002	(1.80573388108930e+001dB,1.43093119385509e+002°)
1.13762728582312e+002	(1.80501159382984e+001dB,1.43029748951737e+002°)
1.14024978756086e+002	(1.80428718021562e+001dB,1.42966338135871e+002°)
1.14287833478946e+002	(1.80356063754633e+001dB,1.42902887223034e+002°)
1.14551294144523e+002	(1.80283196313912e+001dB,1.42839396499310e+002°)
1.14815362149657e+002	(1.80210115432874e+001dB,1.42775866251749e+002°)
1.15080038894412e+002	(1.80136820846758e+001dB,1.42712296768354e+002°)
1.15345325782078e+002	(1.80063312292583e+001dB,1.42648688338080e+002°)
1.15611224219179e+002	(1.79989589509155e+001dB,1.42585041250827e+002°)
1.15877735615481e+002	(1.79915652237076e+001dB,1.42521355797432e+002°)
1.16144861384003e+002	(1.79841500218756e+001dB,1.42457632269667e+002°)
1.16412602941018e+002	(1.79767133198421e+001dB,1.42393870960232e+002°)
1.16680961706065e+002	(1.79692550922125e+001dB,1.42330072162747e+002°)
1.16949939101955e+002	(1.79617753137757e+001dB,1.42266236171751e+002°)
1.17219536554781e+002	(1.79542739595054e+001dB,1.42202363282689e+002°)
1.17489755493921e+002	(1.79467510045605e+001dB,1.42138453791914e+002°)
1.17760597352049e+002	(1.79392064242869e+001dB,1.42074507996676e+002°)
1.18032063565141e+002	(1.79316401942176e+001dB,1.42010526195115e+002°)
1.18304155572484e+002	(1.79240522900741e+001dB,1.41946508686260e+002°)
1.18576874816684e+002	(1.79164426877674e+001dB,1.41882455770019e+002°)
1.18850222743670e+002	(1.79088113633985e+001dB,1.41818367747172e+002°)
1.19124200802705e+002	(1.79011582932599e+001dB,1.41754244919367e+002°)
1.19398810446395e+002	(1.78934834538360e+001dB,1.41690087589115e+002°)
1.19674053130692e+002	(1.78857868218044e+001dB,1.41625896059779e+002°)
1.19949930314905e+002	(1.78780683740367e+001dB,1.41561670635572e+002°)
1.20226443461709e+002	(1.78703280875990e+001dB,1.41497411621549e+002°)
1.20503594037147e+002	(1.78625659397537e+001dB,1.41433119323597e+002°)
1.20781383510645e+002	(1.78547819079594e+001dB,1.41368794048437e+002°)
1.21059813355015e+002	(1.78469759698723e+001dB,1.41304436103608e+002°)
1.21338885046465e+002	(1.78391481033473e+001dB,1.41240045797465e+002°)
1.21618600064604e+002	(1.78312982864382e+001dB,1.41175623439174e+002°)
1.21898959892453e+002	(1.78234264973992e+001dB,1.41111169338700e+002°)
1.22179966016454e+002	(1.78155327146854e+001dB,1.41046683806806e+002°)
1.22461619926471e+002	(1.78076169169537e+001dB,1.40982167155041e+002°)
1.22743923115807e+002	(1.77996790830638e+001dB,1.40917619695738e+002°)
1.23026877081205e+002	(1.77917191920789e+001dB,1.40853041742000e+002°)
1.23310483322857e+002	(1.77837372232666e+001dB,1.40788433607703e+002°)
1.23594743344417e+002	(1.77757331560997e+001dB,1.40723795607480e+002°)
1.23879658653003e+002	(1.77677069702568e+001dB,1.40659128056718e+002°)
1.24165230759207e+002	(1.77596586456236e+001dB,1.40594431271551e+002°)
1.24451461177105e+002	(1.77515881622933e+001dB,1.40529705568851e+002°)
1.24738351424260e+002	(1.77434955005675e+001dB,1.40464951266222e+002°)
1.25025903021738e+002	(1.77353806409571e+001dB,1.40400168681995e+002°)
1.25314117494107e+002	(1.77272435641829e+001dB,1.40335358135214e+002°)
1.25602996369453e+002	(1.77190842511765e+001dB,1.40270519945636e+002°)
1.25892541179382e+002	(1.77109026830809e+001dB,1.40205654433721e+002°)
1.26182753459033e+002	(1.77026988412517e+001dB,1.40140761920622e+002°)
1.26473634747081e+002	(1.76944727072573e+001dB,1.40075842728181e+002°)
1.26765186585750e+002	(1.76862242628798e+001dB,1.40010897178919e+002°)
1.27057410520819e+002	(1.76779534901161e+001dB,1.39945925596030e+002°)
1.27350308101631e+002	(1.76696603711782e+001dB,1.39880928303375e+002°)
1.27643880881099e+002	(1.76613448884941e+001dB,1.39815905625470e+002°)
1.27938130415717e+002	(1.76530070247083e+001dB,1.39750857887480e+002°)
1.28233058265567e+002	(1.76446467626830e+001dB,1.39685785415214e+002°)
1.28528665994326e+002	(1.76362640854984e+001dB,1.39620688535115e+002°)
1.28824955169278e+002	(1.76278589764532e+001dB,1.39555567574251e+002°)
1.29121927361318e+002	(1.76194314190659e+001dB,1.39490422860309e+002°)
1.29419584144963e+002	(1.76109813970750e+001dB,1.39425254721587e+002°)
1.29717927098360e+002	(1.76025088944397e+001dB,1.39360063486986e+002°)
1.30016957803293e+002	(1.75940138953408e+001dB,1.39294849486001e+002°)
1.30316677845194e+002	(1.75854963841810e+001dB,1.39229613048714e+002°)
1.30617088813148e+002	(1.75769563455860e+001dB,1.39164354505787e+002°)
1.30918192299905e+002	(1.75683937644047e+001dB,1.39099074188450e+002°)
1.31219989901884e+002	(1.75598086257099e+001dB,1.39033772428498e+002°)
1.31522483219188e+002	(1.75512009147992e+001dB,1.38968449558281e+002°)
1.31825673855605e+002	(1.75425706171953e+001dB,1.38903105910691e+002°)
1.32129563418621e+002	(1.75339177186466e+001dB,1.38837741819164e+002°)
1.32434153519430e+002	(1.75252422051281e+001dB,1.38772357617661e+002°)
1.32739445772938e+002	(1.75165440628416e+001dB,1.38706953640668e+002°)
1.33045441797773e+002	(1.75078232782166e+001dB,1.38641530223182e+002°)
1.33352143216296e+002	(1.74990798379104e+001dB,1.38576087700706e+002°)
1.33659551654608e+002	(1.74903137288094e+001dB,1.38510626409240e+002°)
1.33967668742557e+002	(1.74815249380287e+001dB,1.38445146685271e+002°)
1.34276496113750e+002	(1.74727134529135e+001dB,1.38379648865767e+002°)
1.34586035405558e+002	(1.74638792610390e+001dB,1.38314133288166e+002°)
1.34896288259128e+002	(1.74550223502114e+001dB,1.38248600290370e+002°)
1.35207256319391e+002	(1.74461427084680e+001dB,1.38183050210735e+002°)
1.35518941235066e+002	(1.74372403240779e+001dB,1.38117483388063e+002°)
1.35831344658678e+002	(1.74283151855426e+001dB,1.38051900161592e+002°)
1.36144468246558e+002	(1.74193672815960e+001dB,1.37986300870991e+002°)
1.36458313658855e+002	(1.74103966012057e+001dB,1.37920685856346e+002°)
1.36772882559547e+002	(1.74014031335724e+001dB,1.37855055458157e+002°)
1.37088176616448e+002	(1.73923868681315e+001dB,1.37789410017326e+002°)
1.37404197501214e+002	(1.73833477945525e+001dB,1.37723749875146e+002°)
1.37720946889357e+002	(1.73742859027401e+001dB,1.37658075373300e+002°)
1.38038426460251e+002	(1.73652011828344e+001dB,1.37592386853844e+002°)
1.38356637897140e+002	(1.73560936252114e+001dB,1.37526684659203e+002°)
1.38675582887151e+002	(1.73469632204831e+001dB,1.37460969132161e+002°)
1.38995263121297e+002	(1.73378099594982e+001dB,1.37395240615851e+002°)
1.39315680294492e+002	(1.73286338333427e+001dB,1.37329499453749e+002°)
1.39636836105555e+002	(1.73194348333396e+001dB,1.37263745989661e+002°)
1.39958732257223e+002	(1.73102129510498e+001dB,1.37197980567719e+002°)
1.40281370456157e+002	(1.73009681782724e+001dB,1.37132203532367e+002°)
1.40604752412953e+002	(1.72917005070447e+001dB,1.37066415228357e+002°)
1.40928879842149e+002	(1.72824099296430e+001dB,1.37000616000735e+002°)
1.41253754462237e+002	(1.72730964385826e+001dB,1.36934806194838e+002°)
1.41579377995669e+002	(1.72637600266182e+001dB,1.36868986156278e+002°)
1.41905752168870e+002	(1.72544006867443e+001dB,1.36803156230940e+002°)
1.42232878712243e+002	(1.72450184121955e+001dB,1.36737316764968e+002°)
1.42560759360180e+002	(1.72356131964464e+001dB,1.36671468104757e+002°)
1.42889395851071e+002	(1.72261850332125e+001dB,1.36605610596947e+002°)
1.43218789927315e+002	(1.72167339164500e+001dB,1.36539744588408e+002°)
1.43548943335326e+002	(1.72072598403561e+001dB,1.36473870426237e+002°)
1.43879857825545e+002	(1.71977627993696e+001dB,1.36407988457746e+002°)
1.44211535152447e+002	(1.71882427881708e+001dB,1.36342099030452e+002°)
1.44543977074553e+002	(1.71786998016815e+001dB,1.36276202492071e+002°)
1.44877185354436e+002	(1.71691338350660e+001dB,1.36210299190505e+002°)
1.45211161758734e+002	(1.71595448837305e+001dB,1.36144389473836e+002°)
1.45545908058156e+002	(1.71499329433237e+001dB,1.36078473690314e+002°)
1.45881426027495e+002	(1.71402980097370e+001dB,1.36012552188352e+002°)
1.46217717445631e+002	(1.71306400791043e+001dB,1.35946625316513e+002°)
1.46554784095551e+002	(1.71209591478028e+001dB,1.35880693423500e+002°)
1.46892627764346e+002	(1.71112552124526e+001dB,1.35814756858152e+002°)
1.47231250243231e+002	(1.71015282699169e+001dB,1.35748815969430e+002°)
1.47570653327549e+002	(1.70917783173027e+001dB,1.35682871106411e+002°)
1.47910838816780e+002	(1.70820053519600e+001dB,1.35616922618273e+002°)
1.48251808514554e+002	(1.70722093714827e+001dB,1.35550970854296e+002°)
1.48593564228660e+002	(1.70623903737083e+001dB,1.35485016163841e+002°)
1.48936107771050e+002	(1.70525483567182e+001dB,1.35419058896351e+002°)
1.49279440957858e+002	(1.70426833188375e+001dB,1.35353099401334e+002°)
1.49623565609402e+002	(1.70327952586354e+001dB,1.35287138028358e+002°)
1.49968483550196e+002	(1.70228841749251e+001dB,1.35221175127042e+002°)
1.50314196608961e+002	(1.70129500667639e+001dB,1.35155211047043e+002°)
1.50660706618632e+002	(1.70029929334529e+001dB,1.35089246138051e+002°)
1.51008015416373e+002	(1.69930127745378e+001dB,1.35023280749776e+002°)
1.51356124843579e+002	(1.69830095898081e+001dB,1.34957315231944e+002°)
1.51705036745892e+002	(1.69729833792976e+001dB,1.34891349934280e+002°)
1.52054752973207e+002	(1.69629341432842e+001dB,1.34825385206507e+002°)
1.52405275379687e+002	(1.69528618822900e+001dB,1.34759421398330e+002°)
1.52756605823765e+002	(1.69427665970811e+001dB,1.34693458859431e+002°)
1.53108746168161e+002	(1.69326482886679e+001dB,1.34627497939458e+002°)
1.53461698279887e+002	(1.69225069583048e+001dB,1.34561538988015e+002°)
1.53815464030261e+002	(1.69123426074900e+001dB,1.34495582354655e+002°)
1.54170045294913e+002	(1.69021552379657e+001dB,1.34429628388869e+002°)
1.54525443953799e+002	(1.68919448517182e+001dB,1.34363677440078e+002°)
1.54881661891205e+002	(1.68817114509774e+001dB,1.34297729857621e+002°)
1.55238700995765e+002	(1.68714550382167e+001dB,1.34231785990749e+002°)
1.55596563160464e+002	(1.68611756161534e+001dB,1.34165846188615e+002°)
1.55955250282652e+002	(1.68508731877480e+001dB,1.34099910800263e+002°)
1.56314764264052e+002	(1.68405477562045e+001dB,1.34033980174622e+002°)
1.56675107010771e+002	(1.68301993249700e+001dB,1.33968054660491e+002°)
1.57036280433312e+002	(1.68198278977347e+001dB,1.33902134606538e+002°)
1.57398286446578e+002	(1.68094334784318e+001dB,1.33836220361284e+002°)
1.57761126969891e+002	(1.67990160712370e+001dB,1.33770312273095e+002°)
1.58124803926994e+002	(1.67885756805686e+001dB,1.33704410690178e+002°)
1.58489319246067e+002	(1.67781123110875e+001dB,1.33638515960564e+002°)
1.58854674859734e+002	(1.67676259676965e+001dB,1.33572628432104e+002°)
1.59220872705073e+002	(1.67571166555405e+001dB,1.33506748452459e+002°)
1.59587914723629e+002	(1.67465843800061e+001dB,1.33440876369090e+002°)
1.59955802861422e+002	(1.67360291467214e+001dB,1.33375012529249e+002°)
1.60324539068959e+002	(1.67254509615558e+001dB,1.33309157279970e+002°)
1.60694125301243e+002	(1.67148498306198e+001dB,1.33243310968061e+002°)
1.61064563517782e+002	(1.67042257602646e+001dB,1.33177473940093e+002°)
1.61435855682604e+002	(1.66935787570818e+001dB,1.33111646542392e+002°)
1.61808003764261e+002	(1.66829088279034e+001dB,1.33045829121031e+002°)
1.62181009735848e+002	(1.66722159798013e+001dB,1.32980022021818e+002°)
1.62554875575003e+002	(1.66615002200870e+001dB,1.32914225590290e+002°)
1.62929603263927e+002	(1.66507615563113e+001dB,1.32848440171703e+002°)
1.63305194789388e+002	(1.66399999962642e+001dB,1.32782666111021e+002°)
1.63681652142735e+002	(1.66292155479742e+001dB,1.32716903752912e+002°)
1.64058977319908e+002	(1.66184082197081e+001dB,1.32651153441732e+002°)
1.64437172321447e+002	(1.66075780199709e+001dB,1.32585415521523e+002°)
1.64816239152505e+002	(1.65967249575051e+001dB,1.32519690336000e+002°)
1.65196179822855e+002	(1.65858490412906e+001dB,1.32453978228544e+002°)
1.65576996346907e+002	(1.65749502805441e+001dB,1.32388279542190e+002°)
1.65958690743710e+002	(1.65640286847188e+001dB,1.32322594619622e+002°)
1.66341265036971e+002	(1.65530842635041e+001dB,1.32256923803165e+002°)
1.66724721255060e+002	(1.65421170268252e+001dB,1.32191267434768e+002°)
1.67109061431024e+002	(1.65311269848423e+001dB,1.32125625856008e+002°)
1.67494287602597e+002	(1.65201141479507e+001dB,1.32059999408069e+002°)
1.67880401812209e+002	(1.65090785267801e+001dB,1.31994388431740e+002°)
1.68267406107000e+002	(1.64980201321943e+001dB,1.31928793267408e+002°)
1.68655302538827e+002	(1.64869389752904e+001dB,1.31863214255041e+002°)
1.69044093164279e+002	(1.64758350673987e+001dB,1.31797651734189e+002°)
1.69433780044685e+002	(1.64647084200821e+001dB,1.31732106043968e+002°)
1.69824365246127e+002	(1.64535590451357e+001dB,1.31666577523057e+002°)
1.70215850839447e+002	(1.64423869545862e+001dB,1.31601066509685e+002°)
1.70608238900265e+002	(1.64311921606914e+001dB,1.31535573341624e+002°)
1.71001531508981e+002	(1.64199746759396e+001dB,1.31470098356182e+002°)
1.71395730750795e+002	(1.64087345130495e+001dB,1.31404641890194e+002°)
1.71790838715711e+002	(1.63974716849692e+001dB,1.31339204280010e+002°)
1.72186857498552e+002	(1.63861862048758e+001dB,1.31273785861492e+002°)
1.72583789198972e+002	(1.63748780861749e+001dB,1.31208386970002e+002°)
1.72981635921462e+002	(1.63635473425002e+001dB,1.31143007940394e+002°)
1.73380399775365e+002	(1.63521939877127e+001dB,1.31077649107009e+002°)
1.73780082874889e+002	(1.63408180359002e+001dB,1.31012310803662e+002°)
1.74180687339113e+002	(1.63294195013766e+001dB,1.30946993363634e+002°)
1.74582215292001e+002	(1.63179983986816e+001dB,1.30881697119670e+002°)
1.74984668862417e+002	(1.63065547425799e+001dB,1.30816422403963e+002°)
1.75388050184127e+002	(1.62950885480607e+001dB,1.30751169548151e+002°)
1.75792361395820e+002	(1.62835998303368e+001dB,1.30685938883306e+002°)
1.76197604641113e+002	(1.62720886048444e+001dB,1.30620730739928e+002°)
1.76603782068567e+002	(1.62605548872422e+001dB,1.30555545447934e+002°)
1.77010895831692e+002	(1.62489986934107e+001dB,1.30490383336655e+002°)
1.77418948088967e+002	(1.62374200394518e+001dB,1.30425244734823e+002°)
1.77827941003842e+002	(1.62258189416881e+001dB,1.30360129970566e+002°)
1.78237876744759e+002	(1.62141954166618e+001dB,1.30295039371398e+002°)
1.78648757485155e+002	(1.62025494811347e+001dB,1.30229973264212e+002°)
1.79060585403479e+002	(1.61908811520870e+001dB,1.30164931975275e+002°)
1.79473362683202e+002	(1.61791904467170e+001dB,1.30099915830215e+002°)
1.79887091512828e+002	(1.61674773824399e+001dB,1.30034925154017e+002°)
1.80301774085906e+002	(1.61557419768875e+001dB,1.29969960271015e+002°)
1.80717412601042e+002	(1.61439842479076e+001dB,1.29905021504881e+002°)
1.81134009261909e+002	(1.61322042135627e+001dB,1.29840109178623e+002°)
1.81551566277262e+002	(1.61204018921298e+001dB,1.29775223614572e+002°)
1.81970085860947e+002	(1.61085773020995e+001dB,1.29710365134377e+002°)
1.82389570231912e+002	(1.60967304621751e+001dB,1.29645534058999e+002°)
1.82810021614223e+002	(1.60848613912721e+001dB,1.29580730708700e+002°)
1.83231442237070e+002	(1.60729701085174e+001dB,1.29515955403038e+002°)
1.83653834334783e+002	(1.60610566332482e+001dB,1.29451208460859e+002°)
1.84077200146844e+002	(1.60491209850117e+001dB,1.29386490200289e+002°)
1.84501541917895e+002	(1.60371631835640e+001dB,1.29321800938729e+002°)
1.84926861897756e+002	(1.60251832488693e+001dB,1.29257140992845e+002°)
1.85353162341429e+002	(1.60131812010994e+001dB,1.29192510678560e+002°)
1.85780445509117e+002	(1.60011570606326e+001dB,1.29127910311053e+002°)
1.86208713666234e+002	(1.59891108480529e+001dB,1.29063340204744e+002°)
1.86637969083414e+002	(1.59770425841495e+001dB,1.28998800673292e+002°)
1.87068214036527e+002	(1.59649522899154e+001dB,1.28934292029587e+002°)
1.87499450806689e+002	(1.59528399865473e+001dB,1.28869814585741e+002°)
1.87931681680274e+002	(1.59407056954440e+001dB,1.28805368653084e+002°)
1.88364908948927e+002	(1.59285494382061e+001dB,1.28740954542155e+002°)
1.88799134909576e+002	(1.59163712366350e+001dB,1.28676572562697e+002°)
1.89234361864444e+002	(1.59041711127319e+001dB,1.28612223023647e+002°)
1.89670592121061e+002	(1.58919490886971e+001dB,1.28547906233134e+002°)
1.90107827992276e+002	(1.58797051869290e+001dB,1.28483622498467e+002°)
1.90546071796271e+002	(1.58674394300234e+001dB,1.28419372126134e+002°)
1.90985325856570e+002	(1.58551518407725e+001dB,1.28355155421790e+002°)
1.91425592502054e+002	(1.58428424421637e+001dB,1.28290972690253e+002°)
1.91866874066975e+002	(1.58305112573794e+001dB,1.28226824235498e+002°)
1.92309172890961e+002	(1.58181583097956e+001dB,1.28162710360652e+002°)
1.92752491319039e+002	(1.58057836229809e+001dB,1.28098631367981e+002°)
1.93196831701638e+002	(1.57933872206960e+001dB,1.28034587558893e+002°)
1.93642196394606e+002	(1.57809691268925e+001dB,1.27970579233923e+002°)
1.94088587759223e+002	(1.57685293657118e+001dB,1.27906606692732e+002°)
1.94536008162211e+002	(1.57560679614848e+001dB,1.27842670234101e+002°)
1.94984459975749e+002	(1.57435849387303e+001dB,1.27778770155922e+002°)
1.95433945577484e+002	(1.57310803221543e+001dB,1.27714906755192e+002°)
1.95884467350544e+002	(1.57185541366490e+001dB,1.27651080328009e+002°)
1.96336027683549e+002	(1.57060064072922e+001dB,1.27587291169567e+002°)
1.96788628970629e+002	(1.56934371593457e+001dB,1.27523539574146e+002°)
1.97242273611429e+002	(1.56808464182547e+001dB,1.27459825835109e+002°)
1.97696964011130e+002	(1.56682342096471e+001dB,1.27396150244896e+002°)
1.98152702580454e+002	(1.56556005593319e+001dB,1.27332513095016e+002°)
1.98609491735681e+002	(1.56429454932987e+001dB,1.27268914676045e+002°)
1.99067333898662e+002	(1.56302690377164e+001dB,1.27205355277617e+002°)
1.99526231496831e+002	(1.56175712189326e+001dB,1.27141835188421e+002°)
1.99986186963218e+002	(1.56048520634721e+001dB,1.27078354696194e+002°)
2.00447202736459e+002	(1.55921115980363e+001dB,1.27014914087713e+002°)
2.00909281260816e+002	(1.55793498495021e+001dB,1.26951513648795e+002°)
2.01372424986182e+002	(1.55665668449206e+001dB,1.26888153664287e+002°)
2.01836636368099e+002	(1.55537626115166e+001dB,1.26824834418065e+002°)
2.02301917867770e+002	(1.55409371766871e+001dB,1.26761556193022e+002°)
2.02768271952071e+002	(1.55280905680007e+001dB,1.26698319271071e+002°)
2.03235701093564e+002	(1.55152228131961e+001dB,1.26635123933132e+002°)
2.03704207770514e+002	(1.55023339401814e+001dB,1.26571970459134e+002°)
2.04173794466895e+002	(1.54894239770330e+001dB,1.26508859128003e+002°)
2.04644463672409e+002	(1.54764929519946e+001dB,1.26445790217663e+002°)
2.05116217882498e+002	(1.54635408934759e+001dB,1.26382764005027e+002°)
2.05589059598356e+002	(1.54505678300520e+001dB,1.26319780765994e+002°)
2.06062991326941e+002	(1.54375737904618e+001dB,1.26256840775445e+002°)
2.06538015580994e+002	(1.54245588036075e+001dB,1.26193944307233e+002°)
2.07014134879045e+002	(1.54115228985531e+001dB,1.26131091634186e+002°)
2.07491351745432e+002	(1.53984661045234e+001dB,1.26068283028098e+002°)
2.07969668710310e+002	(1.53853884509034e+001dB,1.26005518759722e+002°)
2.08449088309670e+002	(1.53722899672364e+001dB,1.25942799098771e+002°)
2.08929613085344e+002	(1.53591706832238e+001dB,1.25880124313909e+002°)
2.09411245585030e+002	(1.53460306287234e+001dB,1.25817494672750e+002°)
2.09893988362293e+002	(1.53328698337485e+001dB,1.25754910441851e+002°)
2.10377843976588e+002	(1.53196883284669e+001dB,1.25692371886707e+002°)
2.10862814993269e+002	(1.53064861431997e+001dB,1.25629879271749e+002°)
2.11348903983604e+002	(1.52932633084205e+001dB,1.25567432860341e+002°)
2.11836113524790e+002	(1.52800198547537e+001dB,1.25505032914772e+002°)
2.12324446199961e+002	(1.52667558129741e+001dB,1.25442679696252e+002°)
2.12813904598211e+002	(1.52534712140053e+001dB,1.25380373464912e+002°)
2.13304491314597e+002	(1.52401660889187e+001dB,1.25318114479797e+002°)
2.13796208950162e+002	(1.52268404689327e+001dB,1.25255902998862e+002°)
2.14289060111945e+002	(1.52134943854112e+001dB,1.25193739278969e+002°)
2.14783047412992e+002	(1.52001278698627e+001dB,1.25131623575883e+002°)
2.15278173472376e+002	(1.51867409539391e+001dB,1.25069556144268e+002°)
2.15774440915205e+002	(1.51733336694347e+001dB,1.25007537237683e+002°)
2.16271852372640e+002	(1.51599060482848e+001dB,1.24945567108579e+002°)
2.16770410481908e+002	(1.51464581225652e+001dB,1.24883646008294e+002°)
2.17270117886312e+002	(1.51329899244902e+001dB,1.24821774187053e+002°)
2.17770977235254e+002	(1.51195014864123e+001dB,1.24759951893959e+002°)
2.18272991184238e+002	(1.51059928408205e+001dB,1.24698179376995e+002°)
2.18776162394893e+002	(1.50924640203395e+001dB,1.24636456883015e+002°)
2.19280493534982e+002	(1.50789150577284e+001dB,1.24574784657748e+002°)
2.19785987278420e+002	(1.50653459858798e+001dB,1.24513162945788e+002°)
2.20292646305283e+002	(1.50517568378184e+001dB,1.24451591990594e+002°)
2.20800473301827e+002	(1.50381476466998e+001dB,1.24390072034484e+002°)
2.21309470960500e+002	(1.50245184458098e+001dB,1.24328603318639e+002°)
2.21819641979958e+002	(1.50108692685629e+001dB,1.24267186083089e+002°)
2.22330989065077e+002	(1.49972001485012e+001dB,1.24205820566722e+002°)
2.22843514926967e+002	(1.49835111192935e+001dB,1.24144507007270e+002°)
2.23357222282989e+002	(1.49698022147338e+001dB,1.24083245641315e+002°)
2.23872113856770e+002	(1.49560734687404e+001dB,1.24022036704281e+002°)
2.24388192378212e+002	(1.49423249153548e+001dB,1.23960880430431e+002°)
2.24905460583514e+002	(1.49285565887403e+001dB,1.23899777052870e+002°)
2.25423921215178e+002	(1.49147685231812e+001dB,1.23838726803533e+002°)
2.25943577022033e+002	(1.49009607530813e+001dB,1.23777729913193e+002°)
2.26464430759241e+002	(1.48871333129631e+001dB,1.23716786611451e+002°)
2.26986485188317e+002	(1.48732862374662e+001dB,1.23655897126734e+002°)
2.27509743077142e+002	(1.48594195613468e+001dB,1.23595061686296e+002°)
2.28034207199976e+002	(1.48455333194759e+001dB,1.23534280516215e+002°)
2.28559880337477e+002	(1.48316275468386e+001dB,1.23473553841388e+002°)
2.29086765276712e+002	(1.48177022785328e+001dB,1.23412881885531e+002°)
2.29614864811170e+002	(1.48037575497678e+001dB,1.23352264871175e+002°)
2.30144181740785e+002	(1.47897933958638e+001dB,1.23291703019667e+002°)
2.30674718871941e+002	(1.47758098522501e+001dB,1.23231196551166e+002°)
2.31206479017493e+002	(1.47618069544641e+001dB,1.23170745684638e+002°)
2.31739464996781e+002	(1.47477847381505e+001dB,1.23110350637860e+002°)
