Freq.	V(out)/V(Vin)
1.38356637897170e-002	(1.00275837983092e+002dB,1.09085892807696e+002°)
1.38675582887180e-002	(1.00257971977809e+002dB,1.09045162411949e+002°)
1.38995263121327e-002	(1.00240097209588e+002dB,1.09004505761953e+002°)
1.39315680294522e-002	(1.00222213710150e+002dB,1.08963922805922e+002°)
1.39636836105585e-002	(1.00204321511134e+002dB,1.08923413491575e+002°)
1.39958732257253e-002	(1.00186420644104e+002dB,1.08882977766132e+002°)
1.40281370456187e-002	(1.00168511140539e+002dB,1.08842615576325e+002°)
1.40604752412983e-002	(1.00150593031841e+002dB,1.08802326868397e+002°)
1.40928879842179e-002	(1.00132666349331e+002dB,1.08762111588108e+002°)
1.41253754462267e-002	(1.00114731124249e+002dB,1.08721969680736e+002°)
1.41579377995699e-002	(1.00096787387755e+002dB,1.08681901091085e+002°)
1.41905752168900e-002	(1.00078835170929e+002dB,1.08641905763481e+002°)
1.42232878712273e-002	(1.00060874504770e+002dB,1.08601983641785e+002°)
1.42560759360210e-002	(1.00042905420197e+002dB,1.08562134669389e+002°)
1.42889395851101e-002	(1.00024927948048e+002dB,1.08522358789221e+002°)
1.43218789927346e-002	(1.00006942119081e+002dB,1.08482655943752e+002°)
1.43548943335357e-002	(9.99889479639719e+001dB,1.08443026074996e+002°)
1.43879857825576e-002	(9.99709455133167e+001dB,1.08403469124513e+002°)
1.44211535152478e-002	(9.99529347976303e+001dB,1.08363985033418e+002°)
1.44543977074584e-002	(9.99349158473470e+001dB,1.08324573742375e+002°)
1.44877185354467e-002	(9.99168886928198e+001dB,1.08285235191610e+002°)
1.45211161758765e-002	(9.98988533643208e+001dB,1.08245969320908e+002°)
1.45545908058188e-002	(9.98808098920413e+001dB,1.08206776069620e+002°)
1.45881426027526e-002	(9.98627583060911e+001dB,1.08167655376662e+002°)
1.46217717445663e-002	(9.98446986364992e+001dB,1.08128607180526e+002°)
1.46554784095582e-002	(9.98266309132132e+001dB,1.08089631419275e+002°)
1.46892627764378e-002	(9.98085551660998e+001dB,1.08050728030552e+002°)
1.47231250243263e-002	(9.97904714249441e+001dB,1.08011896951580e+002°)
1.47570653327580e-002	(9.97723797194504e+001dB,1.07973138119168e+002°)
1.47910838816812e-002	(9.97542800792414e+001dB,1.07934451469713e+002°)
1.48251808514586e-002	(9.97361725338586e+001dB,1.07895836939202e+002°)
1.48593564228691e-002	(9.97180571127622e+001dB,1.07857294463218e+002°)
1.48936107771082e-002	(9.96999338453311e+001dB,1.07818823976943e+002°)
1.49279440957890e-002	(9.96818027608628e+001dB,1.07780425415158e+002°)
1.49623565609434e-002	(9.96636638885734e+001dB,1.07742098712250e+002°)
1.49968483550228e-002	(9.96455172575977e+001dB,1.07703843802214e+002°)
1.50314196608993e-002	(9.96273628969892e+001dB,1.07665660618654e+002°)
1.50660706618665e-002	(9.96092008357199e+001dB,1.07627549094792e+002°)
1.51008015416405e-002	(9.95910311026803e+001dB,1.07589509163465e+002°)
1.51356124843611e-002	(9.95728537266799e+001dB,1.07551540757130e+002°)
1.51705036745924e-002	(9.95546687364463e+001dB,1.07513643807871e+002°)
1.52054752973240e-002	(9.95364761606263e+001dB,1.07475818247396e+002°)
1.52405275379720e-002	(9.95182760277847e+001dB,1.07438064007046e+002°)
1.52756605823798e-002	(9.95000683664054e+001dB,1.07400381017793e+002°)
1.53108746168193e-002	(9.94818532048908e+001dB,1.07362769210248e+002°)
1.53461698279920e-002	(9.94636305715619e+001dB,1.07325228514660e+002°)
1.53815464030294e-002	(9.94454004946585e+001dB,1.07287758860922e+002°)
1.54170045294946e-002	(9.94271630023388e+001dB,1.07250360178573e+002°)
1.54525443953832e-002	(9.94089181226802e+001dB,1.07213032396801e+002°)
1.54881661891238e-002	(9.93906658836783e+001dB,1.07175775444446e+002°)
1.55238700995798e-002	(9.93724063132477e+001dB,1.07138589250005e+002°)
1.55596563160498e-002	(9.93541394392219e+001dB,1.07101473741630e+002°)
1.55955250282685e-002	(9.93358652893530e+001dB,1.07064428847138e+002°)
1.56314764264085e-002	(9.93175838913120e+001dB,1.07027454494010e+002°)
1.56675107010805e-002	(9.92992952726888e+001dB,1.06990550609392e+002°)
1.57036280433345e-002	(9.92809994609921e+001dB,1.06953717120104e+002°)
1.57398286446612e-002	(9.92626964836496e+001dB,1.06916953952638e+002°)
1.57761126969925e-002	(9.92443863680080e+001dB,1.06880261033162e+002°)
1.58124803927028e-002	(9.92260691413330e+001dB,1.06843638287525e+002°)
1.58489319246101e-002	(9.92077448308093e+001dB,1.06807085641259e+002°)
1.58854674859768e-002	(9.91894134635408e+001dB,1.06770603019580e+002°)
1.59220872705107e-002	(9.91710750665504e+001dB,1.06734190347393e+002°)
1.59587914723663e-002	(9.91527296667803e+001dB,1.06697847549296e+002°)
1.59955802861457e-002	(9.91343772910920e+001dB,1.06661574549580e+002°)
1.60324539068994e-002	(9.91160179662660e+001dB,1.06625371272233e+002°)
1.60694125301277e-002	(9.90976517190024e+001dB,1.06589237640945e+002°)
1.61064563517817e-002	(9.90792785759207e+001dB,1.06553173579108e+002°)
1.61435855682638e-002	(9.90608985635596e+001dB,1.06517179009819e+002°)
1.61808003764296e-002	(9.90425117083778e+001dB,1.06481253855887e+002°)
1.62181009735883e-002	(9.90241180367530e+001dB,1.06445398039830e+002°)
1.62554875575038e-002	(9.90057175749829e+001dB,1.06409611483882e+002°)
1.62929603263962e-002	(9.89873103492847e+001dB,1.06373894109994e+002°)
1.63305194789423e-002	(9.89688963857955e+001dB,1.06338245839837e+002°)
1.63681652142770e-002	(9.89504757105723e+001dB,1.06302666594806e+002°)
1.64058977319943e-002	(9.89320483495918e+001dB,1.06267156296022e+002°)
1.64437172321482e-002	(9.89136143287506e+001dB,1.06231714864333e+002°)
1.64816239152540e-002	(9.88951736738656e+001dB,1.06196342220321e+002°)
1.65196179822891e-002	(9.88767264106737e+001dB,1.06161038284299e+002°)
1.65576996346942e-002	(9.88582725648320e+001dB,1.06125802976321e+002°)
1.65958690743745e-002	(9.88398121619177e+001dB,1.06090636216178e+002°)
1.66341265037006e-002	(9.88213452274287e+001dB,1.06055537923404e+002°)
1.66724721255095e-002	(9.88028717867828e+001dB,1.06020508017278e+002°)
1.67109061431060e-002	(9.87843918653189e+001dB,1.05985546416827e+002°)
1.67494287602633e-002	(9.87659054882960e+001dB,1.05950653040829e+002°)
1.67880401812245e-002	(9.87474126808940e+001dB,1.05915827807816e+002°)
1.68267406107036e-002	(9.87289134682134e+001dB,1.05881070636073e+002°)
1.68655302538863e-002	(9.87104078752759e+001dB,1.05846381443647e+002°)
1.69044093164315e-002	(9.86918959270237e+001dB,1.05811760148344e+002°)
1.69433780044722e-002	(9.86733776483202e+001dB,1.05777206667734e+002°)
1.69824365246163e-002	(9.86548530639499e+001dB,1.05742720919155e+002°)
1.70215850839484e-002	(9.86363221986186e+001dB,1.05708302819713e+002°)
1.70608238900301e-002	(9.86177850769533e+001dB,1.05673952286284e+002°)
1.71001531509017e-002	(9.85992417235023e+001dB,1.05639669235521e+002°)
1.71395730750831e-002	(9.85806921627356e+001dB,1.05605453583853e+002°)
1.71790838715747e-002	(9.85621364190447e+001dB,1.05571305247488e+002°)
1.72186857498589e-002	(9.85435745167427e+001dB,1.05537224142415e+002°)
1.72583789199009e-002	(9.85250064800647e+001dB,1.05503210184409e+002°)
1.72981635921499e-002	(9.85064323331674e+001dB,1.05469263289031e+002°)
1.73380399775402e-002	(9.84878521001298e+001dB,1.05435383371632e+002°)
1.73780082874926e-002	(9.84692658049528e+001dB,1.05401570347354e+002°)
1.74180687339150e-002	(9.84506734715595e+001dB,1.05367824131134e+002°)
1.74582215292039e-002	(9.84320751237955e+001dB,1.05334144637707e+002°)
1.74984668862454e-002	(9.84134707854287e+001dB,1.05300531781605e+002°)
1.75388050184164e-002	(9.83948604801496e+001dB,1.05266985477164e+002°)
1.75792361395858e-002	(9.83762442315712e+001dB,1.05233505638523e+002°)
1.76197604641151e-002	(9.83576220632293e+001dB,1.05200092179627e+002°)
1.76603782068605e-002	(9.83389939985827e+001dB,1.05166745014233e+002°)
1.77010895831730e-002	(9.83203600610131e+001dB,1.05133464055906e+002°)
1.77418948089005e-002	(9.83017202738253e+001dB,1.05100249218026e+002°)
1.77827941003880e-002	(9.82830746602473e+001dB,1.05067100413790e+002°)
1.78237876744797e-002	(9.82644232434306e+001dB,1.05034017556213e+002°)
1.78648757485193e-002	(9.82457660464498e+001dB,1.05001000558131e+002°)
1.79060585403517e-002	(9.82271030923034e+001dB,1.04968049332204e+002°)
1.79473362683241e-002	(9.82084344039134e+001dB,1.04935163790915e+002°)
1.79887091512867e-002	(9.81897600041259e+001dB,1.04902343846578e+002°)
1.80301774085945e-002	(9.81710799157106e+001dB,1.04869589411336e+002°)
1.80717412601081e-002	(9.81523941613614e+001dB,1.04836900397163e+002°)
1.81134009261948e-002	(9.81337027636964e+001dB,1.04804276715871e+002°)
1.81551566277301e-002	(9.81150057452581e+001dB,1.04771718279105e+002°)
1.81970085860986e-002	(9.80963031285133e+001dB,1.04739224998353e+002°)
1.82389570231951e-002	(9.80775949358535e+001dB,1.04706796784942e+002°)
1.82810021614262e-002	(9.80588811895948e+001dB,1.04674433550044e+002°)
1.83231442237109e-002	(9.80401619119781e+001dB,1.04642135204677e+002°)
1.83653834334822e-002	(9.80214371251694e+001dB,1.04609901659706e+002°)
1.84077200146883e-002	(9.80027068512598e+001dB,1.04577732825847e+002°)
1.84501541917935e-002	(9.79839711122654e+001dB,1.04545628613670e+002°)
1.84926861897795e-002	(9.79652299301280e+001dB,1.04513588933596e+002°)
1.85353162341469e-002	(9.79464833267146e+001dB,1.04481613695908e+002°)
1.85780445509157e-002	(9.79277313238179e+001dB,1.04449702810742e+002°)
1.86208713666274e-002	(9.79089739431565e+001dB,1.04417856188101e+002°)
1.86637969083454e-002	(9.78902112063749e+001dB,1.04386073737848e+002°)
1.87068214036567e-002	(9.78714431350434e+001dB,1.04354355369711e+002°)
1.87499450806729e-002	(9.78526697506587e+001dB,1.04322700993288e+002°)
1.87931681680314e-002	(9.78338910746439e+001dB,1.04291110518043e+002°)
1.88364908948967e-002	(9.78151071283482e+001dB,1.04259583853316e+002°)
1.88799134909616e-002	(9.77963179330478e+001dB,1.04228120908316e+002°)
1.89234361864485e-002	(9.77775235099455e+001dB,1.04196721592132e+002°)
1.89670592121102e-002	(9.77587238801709e+001dB,1.04165385813727e+002°)
1.90107827992317e-002	(9.77399190647807e+001dB,1.04134113481948e+002°)
1.90546071796312e-002	(9.77211090847589e+001dB,1.04102904505520e+002°)
1.90985325856611e-002	(9.77022939610165e+001dB,1.04071758793053e+002°)
1.91425592502095e-002	(9.76834737143923e+001dB,1.04040676253045e+002°)
1.91866874067016e-002	(9.76646483656526e+001dB,1.04009656793879e+002°)
1.92309172891003e-002	(9.76458179354914e+001dB,1.03978700323829e+002°)
1.92752491319080e-002	(9.76269824445306e+001dB,1.03947806751061e+002°)
1.93196831701679e-002	(9.76081419133203e+001dB,1.03916975983634e+002°)
1.93642196394647e-002	(9.75892963623387e+001dB,1.03886207929502e+002°)
1.94088587759264e-002	(9.75704458119924e+001dB,1.03855502496520e+002°)
1.94536008162253e-002	(9.75515902826163e+001dB,1.03824859592438e+002°)
1.94984459975791e-002	(9.75327297944744e+001dB,1.03794279124910e+002°)
1.95433945577526e-002	(9.75138643677590e+001dB,1.03763761001494e+002°)
1.95884467350585e-002	(9.74949940225917e+001dB,1.03733305129650e+002°)
1.96336027683591e-002	(9.74761187790231e+001dB,1.03702911416748e+002°)
1.96788628970671e-002	(9.74572386570331e+001dB,1.03672579770066e+002°)
1.97242273611472e-002	(9.74383536765310e+001dB,1.03642310096792e+002°)
1.97696964011172e-002	(9.74194638573557e+001dB,1.03612102304028e+002°)
1.98152702580496e-002	(9.74005692192757e+001dB,1.03581956298789e+002°)
1.98609491735723e-002	(9.73816697819896e+001dB,1.03551871988008e+002°)
1.99067333898705e-002	(9.73627655651259e+001dB,1.03521849278533e+002°)
1.99526231496874e-002	(9.73438565882432e+001dB,1.03491888077136e+002°)
1.99986186963260e-002	(9.73249428708308e+001dB,1.03461988290507e+002°)
2.00447202736502e-002	(9.73060244323081e+001dB,1.03432149825261e+002°)
2.00909281260859e-002	(9.72871012920255e+001dB,1.03402372587938e+002°)
2.01372424986225e-002	(9.72681734692641e+001dB,1.03372656485004e+002°)
2.01836636368142e-002	(9.72492409832358e+001dB,1.03343001422856e+002°)
2.02301917867813e-002	(9.72303038530840e+001dB,1.03313407307820e+002°)
2.02768271952114e-002	(9.72113620978831e+001dB,1.03283874046152e+002°)
2.03235701093608e-002	(9.71924157366393e+001dB,1.03254401544045e+002°)
2.03704207770558e-002	(9.71734647882900e+001dB,1.03224989707627e+002°)
2.04173794466939e-002	(9.71545092717048e+001dB,1.03195638442960e+002°)
2.04644463672453e-002	(9.71355492056849e+001dB,1.03166347656050e+002°)
2.05116217882542e-002	(9.71165846089639e+001dB,1.03137117252839e+002°)
2.05589059598400e-002	(9.70976155002075e+001dB,1.03107947139214e+002°)
2.06062991326985e-002	(9.70786418980139e+001dB,1.03078837221004e+002°)
2.06538015581038e-002	(9.70596638209139e+001dB,1.03049787403985e+002°)
2.07014134879090e-002	(9.70406812873710e+001dB,1.03020797593879e+002°)
2.07491351745476e-002	(9.70216943157817e+001dB,1.02991867696357e+002°)
2.07969668710355e-002	(9.70027029244756e+001dB,1.02962997617041e+002°)
2.08449088309714e-002	(9.69837071317156e+001dB,1.02934187261503e+002°)
2.08929613085389e-002	(9.69647069556978e+001dB,1.02905436535271e+002°)
2.09411245585074e-002	(9.69457024145521e+001dB,1.02876745343826e+002°)
2.09893988362338e-002	(9.69266935263420e+001dB,1.02848113592606e+002°)
2.10377843976633e-002	(9.69076803090651e+001dB,1.02819541187009e+002°)
2.10862814993314e-002	(9.68886627806530e+001dB,1.02791028032390e+002°)
2.11348903983650e-002	(9.68696409589715e+001dB,1.02762574034068e+002°)
2.11836113524835e-002	(9.68506148618208e+001dB,1.02734179097321e+002°)
2.12324446200007e-002	(9.68315845069358e+001dB,1.02705843127396e+002°)
2.12813904598256e-002	(9.68125499119859e+001dB,1.02677566029501e+002°)
2.13304491314643e-002	(9.67935110945758e+001dB,1.02649347708816e+002°)
2.13796208950208e-002	(9.67744680722451e+001dB,1.02621188070485e+002°)
2.14289060111991e-002	(9.67554208624684e+001dB,1.02593087019626e+002°)
2.14783047413038e-002	(9.67363694826561e+001dB,1.02565044461327e+002°)
2.15278173472422e-002	(9.67173139501540e+001dB,1.02537060300649e+002°)
2.15774440915251e-002	(9.66982542822437e+001dB,1.02509134442628e+002°)
2.16271852372687e-002	(9.66791904961428e+001dB,1.02481266792277e+002°)
2.16770410481954e-002	(9.66601226090047e+001dB,1.02453457254584e+002°)
2.17270117886359e-002	(9.66410506379195e+001dB,1.02425705734518e+002°)
2.17770977235300e-002	(9.66219745999133e+001dB,1.02398012137028e+002°)
2.18272991184285e-002	(9.66028945119492e+001dB,1.02370376367043e+002°)
2.18776162394940e-002	(9.65838103909268e+001dB,1.02342798329477e+002°)
2.19280493535029e-002	(9.65647222536826e+001dB,1.02315277929227e+002°)
2.19785987278467e-002	(9.65456301169905e+001dB,1.02287815071177e+002°)
2.20292646305330e-002	(9.65265339975614e+001dB,1.02260409660198e+002°)
2.20800473301874e-002	(9.65074339120438e+001dB,1.02233061601148e+002°)
2.21309470960548e-002	(9.64883298770237e+001dB,1.02205770798876e+002°)
2.21819641980006e-002	(9.64692219090251e+001dB,1.02178537158223e+002°)
2.22330989065124e-002	(9.64501100245097e+001dB,1.02151360584020e+002°)
2.22843514927014e-002	(9.64309942398776e+001dB,1.02124240981094e+002°)
2.23357222283037e-002	(9.64118745714669e+001dB,1.02097178254267e+002°)
2.23872113856818e-002	(9.63927510355545e+001dB,1.02070172308355e+002°)
2.24388192378260e-002	(9.63736236483556e+001dB,1.02043223048175e+002°)
2.24905460583562e-002	(9.63544924260246e+001dB,1.02016330378541e+002°)
2.25423921215227e-002	(9.63353573846545e+001dB,1.01989494204266e+002°)
2.25943577022081e-002	(9.63162185402778e+001dB,1.01962714430168e+002°)
2.26464430759290e-002	(9.62970759088660e+001dB,1.01935990961065e+002°)
2.26986485188366e-002	(9.62779295063305e+001dB,1.01909323701778e+002°)
2.27509743077191e-002	(9.62587793485219e+001dB,1.01882712557137e+002°)
2.28034207200025e-002	(9.62396254512310e+001dB,1.01856157431975e+002°)
2.28559880337526e-002	(9.62204678301885e+001dB,1.01829658231133e+002°)
2.29086765276761e-002	(9.62013065010652e+001dB,1.01803214859463e+002°)
2.29614864811220e-002	(9.61821414794724e+001dB,1.01776827221825e+002°)
2.30144181740834e-002	(9.61629727809619e+001dB,1.01750495223090e+002°)
2.30674718871990e-002	(9.61438004210262e+001dB,1.01724218768143e+002°)
2.31206479017543e-002	(9.61246244150985e+001dB,1.01697997761881e+002°)
2.31739464996831e-002	(9.61054447785532e+001dB,1.01671832109216e+002°)
2.32273679635694e-002	(9.60862615267060e+001dB,1.01645721715077e+002°)
2.32809125766484e-002	(9.60670746748138e+001dB,1.01619666484408e+002°)
2.33345806228083e-002	(9.60478842380752e+001dB,1.01593666322173e+002°)
2.33883723865918e-002	(9.60286902316304e+001dB,1.01567721133353e+002°)
2.34422881531975e-002	(9.60094926705616e+001dB,1.01541830822953e+002°)
2.34963282084814e-002	(9.59902915698930e+001dB,1.01515995295995e+002°)
2.35504928389584e-002	(9.59710869445911e+001dB,1.01490214457527e+002°)
2.36047823318040e-002	(9.59518788095649e+001dB,1.01464488212619e+002°)
2.36591969748558e-002	(9.59326671796657e+001dB,1.01438816466366e+002°)
2.37137370566148e-002	(9.59134520696878e+001dB,1.01413199123889e+002°)
2.37684028662470e-002	(9.58942334943684e+001dB,1.01387636090335e+002°)
2.38231946935852e-002	(9.58750114683878e+001dB,1.01362127270882e+002°)
2.38781128291300e-002	(9.58557860063694e+001dB,1.01336672570733e+002°)
2.39331575640521e-002	(9.58365571228803e+001dB,1.01311271895122e+002°)
2.39883291901931e-002	(9.58173248324310e+001dB,1.01285925149317e+002°)
2.40436280000676e-002	(9.57980891494760e+001dB,1.01260632238614e+002°)
2.40990542868642e-002	(9.57788500884134e+001dB,1.01235393068345e+002°)
2.41546083444476e-002	(9.57596076635858e+001dB,1.01210207543875e+002°)
2.42102904673600e-002	(9.57403618892800e+001dB,1.01185075570604e+002°)
2.42661009508224e-002	(9.57211127797271e+001dB,1.01159997053968e+002°)
2.43220400907363e-002	(9.57018603491029e+001dB,1.01134971899442e+002°)
2.43781081836857e-002	(9.56826046115281e+001dB,1.01110000012535e+002°)
2.44343055269379e-002	(9.56633455810684e+001dB,1.01085081298800e+002°)
2.44906324184456e-002	(9.56440832717345e+001dB,1.01060215663826e+002°)
2.45470891568485e-002	(9.56248176974825e+001dB,1.01035403013246e+002°)
2.46036760414744e-002	(9.56055488722139e+001dB,1.01010643252732e+002°)
2.46603933723415e-002	(9.55862768097761e+001dB,1.00985936288001e+002°)
2.47172414501595e-002	(9.55670015239620e+001dB,1.00961282024813e+002°)
2.47742205763310e-002	(9.55477230285106e+001dB,1.00936680368974e+002°)
2.48313310529538e-002	(9.55284413371073e+001dB,1.00912131226333e+002°)
2.48885731828220e-002	(9.55091564633836e+001dB,1.00887634502788e+002°)
2.49459472694277e-002	(9.54898684209174e+001dB,1.00863190104283e+002°)
2.50034536169624e-002	(9.54705772232336e+001dB,1.00838797936812e+002°)
2.50610925303193e-002	(9.54512828838036e+001dB,1.00814457906415e+002°)
2.51188643150939e-002	(9.54319854160460e+001dB,1.00790169919186e+002°)
2.51767692775867e-002	(9.54126848333267e+001dB,1.00765933881268e+002°)
2.52348077248039e-002	(9.53933811489586e+001dB,1.00741749698856e+002°)
2.52929799644595e-002	(9.53740743762023e+001dB,1.00717617278198e+002°)
2.53512863049772e-002	(9.53547645282662e+001dB,1.00693536525595e+002°)
2.54097270554911e-002	(9.53354516183063e+001dB,1.00669507347403e+002°)
2.54683025258485e-002	(9.53161356594268e+001dB,1.00645529650033e+002°)
2.55270130266105e-002	(9.52968166646801e+001dB,1.00621603339953e+002°)
2.55858588690545e-002	(9.52774946470667e+001dB,1.00597728323686e+002°)
2.56448403651752e-002	(9.52581696195360e+001dB,1.00573904507815e+002°)
2.57039578276867e-002	(9.52388415949857e+001dB,1.00550131798980e+002°)
2.57632115700238e-002	(9.52195105862625e+001dB,1.00526410103880e+002°)
2.58226019063440e-002	(9.52001766061623e+001dB,1.00502739329276e+002°)
2.58821291515290e-002	(9.51808396674299e+001dB,1.00479119381988e+002°)
2.59417936211862e-002	(9.51614997827596e+001dB,1.00455550168899e+002°)
2.60015956316508e-002	(9.51421569647952e+001dB,1.00432031596955e+002°)
2.60615354999870e-002	(9.51228112261301e+001dB,1.00408563573163e+002°)
2.61216135439901e-002	(9.51034625793077e+001dB,1.00385146004595e+002°)
2.61818300821879e-002	(9.50841110368212e+001dB,1.00361778798390e+002°)
2.62421854338424e-002	(9.50647566111142e+001dB,1.00338461861750e+002°)
2.63026799189518e-002	(9.50453993145805e+001dB,1.00315195101944e+002°)
2.63633138582518e-002	(9.50260391595644e+001dB,1.00291978426307e+002°)
2.64240875732175e-002	(9.50066761583609e+001dB,1.00268811742244e+002°)
2.64850013860650e-002	(9.49873103232158e+001dB,1.00245694957227e+002°)
2.65460556197534e-002	(9.49679416663260e+001dB,1.00222627978797e+002°)
2.66072505979861e-002	(9.49485701998394e+001dB,1.00199610714566e+002°)
2.66685866452128e-002	(9.49291959358554e+001dB,1.00176643072216e+002°)
2.67300640866311e-002	(9.49098188864247e+001dB,1.00153724959499e+002°)
2.67916832481883e-002	(9.48904390635497e+001dB,1.00130856284242e+002°)
2.68534444565830e-002	(9.48710564791847e+001dB,1.00108036954342e+002°)
2.69153480392671e-002	(9.48516711452359e+001dB,1.00085266877770e+002°)
2.69773943244471e-002	(9.48322830735617e+001dB,1.00062545962572e+002°)
2.70395836410864e-002	(9.48128922759727e+001dB,1.00039874116868e+002°)
2.71019163189063e-002	(9.47934987642319e+001dB,1.00017251248854e+002°)
2.71643926883887e-002	(9.47741025500552e+001dB,9.99946772667996e+001°)
2.72270130807770e-002	(9.47547036451109e+001dB,9.99721520790544e+001°)
2.72897778280783e-002	(9.47353020610205e+001dB,9.99496755940435e+001°)
2.73526872630650e-002	(9.47158978093586e+001dB,9.99272477202703e+001°)
2.74157417192767e-002	(9.46964909016528e+001dB,9.99048683663166e+001°)
2.74789415310218e-002	(9.46770813493845e+001dB,9.98825374408437e+001°)
2.75422870333795e-002	(9.46576691639884e+001dB,9.98602548525925e+001°)
2.76057785622013e-002	(9.46382543568530e+001dB,9.98380205103844e+001°)
2.76694164541130e-002	(9.46188369393207e+001dB,9.98158343231220e+001°)
2.77332010465163e-002	(9.45994169226879e+001dB,9.97936961997892e+001°)
2.77971326775907e-002	(9.45799943182055e+001dB,9.97716060494526e+001°)
2.78612116862955e-002	(9.45605691370783e+001dB,9.97495637812612e+001°)
2.79254384123712e-002	(9.45411413904660e+001dB,9.97275693044476e+001°)
2.79898131963414e-002	(9.45217110894829e+001dB,9.97056225283285e+001°)
2.80543363795150e-002	(9.45022782451980e+001dB,9.96837233623050e+001°)
2.81190083039872e-002	(9.44828428686354e+001dB,9.96618717158634e+001°)
2.81838293126423e-002	(9.44634049707744e+001dB,9.96400674985756e+001°)
2.82487997491549e-002	(9.44439645625496e+001dB,9.96183106201001e+001°)
2.83139199579916e-002	(9.44245216548510e+001dB,9.95966009901817e+001°)
2.83791902844133e-002	(9.44050762585243e+001dB,9.95749385186530e+001°)
2.84446110744769e-002	(9.43856283843708e+001dB,9.95533231154341e+001°)
2.85101826750369e-002	(9.43661780431481e+001dB,9.95317546905339e+001°)
2.85759054337472e-002	(9.43467252455694e+001dB,9.95102331540499e+001°)
2.86417796990636e-002	(9.43272700023046e+001dB,9.94887584161694e+001°)
2.87078058202447e-002	(9.43078123239797e+001dB,9.94673303871695e+001°)
2.87739841473544e-002	(9.42883522211773e+001dB,9.94459489774178e+001°)
2.88403150312638e-002	(9.42688897044369e+001dB,9.94246140973730e+001°)
2.89067988236525e-002	(9.42494247842547e+001dB,9.94033256575853e+001°)
2.89734358770110e-002	(9.42299574710838e+001dB,9.93820835686969e+001°)
2.90402265446422e-002	(9.42104877753346e+001dB,9.93608877414425e+001°)
2.91071711806638e-002	(9.41910157073748e+001dB,9.93397380866498e+001°)
2.91742701400094e-002	(9.41715412775296e+001dB,9.93186345152401e+001°)
2.92415237784310e-002	(9.41520644960818e+001dB,9.92975769382284e+001°)
2.93089324525009e-002	(9.41325853732719e+001dB,9.92765652667244e+001°)
2.93764965196130e-002	(9.41131039192983e+001dB,9.92555994119325e+001°)
2.94442163379853e-002	(9.40936201443177e+001dB,9.92346792851525e+001°)
2.95120922666615e-002	(9.40741340584447e+001dB,9.92138047977800e+001°)
2.95801246655131e-002	(9.40546456717525e+001dB,9.91929758613071e+001°)
2.96483138952411e-002	(9.40351549942726e+001dB,9.91721923873223e+001°)
2.97166603173779e-002	(9.40156620359956e+001dB,9.91514542875113e+001°)
2.97851642942895e-002	(9.39961668068703e+001dB,9.91307614736576e+001°)
2.98538261891772e-002	(9.39766693168050e+001dB,9.91101138576425e+001°)
2.99226463660795e-002	(9.39571695756668e+001dB,9.90895113514460e+001°)
2.99916251898741e-002	(9.39376675932823e+001dB,9.90689538671465e+001°)
3.00607630262799e-002	(9.39181633794372e+001dB,9.90484413169223e+001°)
3.01300602418588e-002	(9.38986569438770e+001dB,9.90279736130511e+001°)
3.01995172040178e-002	(9.38791482963069e+001dB,9.90075506679107e+001°)
3.02691342810106e-002	(9.38596374463917e+001dB,9.89871723939794e+001°)
3.03389118419403e-002	(9.38401244037565e+001dB,9.89668387038365e+001°)
3.04088502567604e-002	(9.38206091779865e+001dB,9.89465495101627e+001°)
3.04789498962774e-002	(9.38010917786269e+001dB,9.89263047257403e+001°)
3.05492111321527e-002	(9.37815722151837e+001dB,9.89061042634537e+001°)
3.06196343369043e-002	(9.37620504971232e+001dB,9.88859480362897e+001°)
3.06902198839091e-002	(9.37425266338725e+001dB,9.88658359573382e+001°)
3.07609681474046e-002	(9.37230006348197e+001dB,9.88457679397921e+001°)
3.08318795024911e-002	(9.37034725093137e+001dB,9.88257438969479e+001°)
3.09029543251334e-002	(9.36839422666647e+001dB,9.88057637422062e+001°)
3.09741929921633e-002	(9.36644099161442e+001dB,9.87858273890718e+001°)
3.10455958812811e-002	(9.36448754669849e+001dB,9.87659347511543e+001°)
3.11171633710577e-002	(9.36253389283813e+001dB,9.87460857421682e+001°)
3.11888958409369e-002	(9.36058003094897e+001dB,9.87262802759334e+001°)
3.12607936712370e-002	(9.35862596194279e+001dB,9.87065182663756e+001°)
3.13328572431533e-002	(9.35667168672762e+001dB,9.86867996275264e+001°)
3.14050869387596e-002	(9.35471720620766e+001dB,9.86671242735239e+001°)
3.14774831410106e-002	(9.35276252128337e+001dB,9.86474921186130e+001°)
3.15500462337437e-002	(9.35080763285142e+001dB,9.86279030771454e+001°)
3.16227766016812e-002	(9.34885254180476e+001dB,9.86083570635804e+001°)
3.16956746304323e-002	(9.34689724903261e+001dB,9.85888539924848e+001°)
3.17687407064951e-002	(9.34494175542047e+001dB,9.85693937785337e+001°)
3.18419752172587e-002	(9.34298606185013e+001dB,9.85499763365100e+001°)
3.19153785510050e-002	(9.34103016919970e+001dB,9.85306015813057e+001°)
3.19889510969114e-002	(9.33907407834362e+001dB,9.85112694279216e+001°)
3.20626932450521e-002	(9.33711779015266e+001dB,9.84919797914674e+001°)
3.21366053864006e-002	(9.33516130549393e+001dB,9.84727325871628e+001°)
