Freq.	V(Vo)/V(Vi)
1.21338885046497e+002	(-2.19078520328269e+001dB,-9.00559869156164e+001°)
1.21618600064636e+002	(-2.18878520210266e+001dB,-9.00561159789016e+001°)
1.21898959892486e+002	(-2.18678520091718e+001dB,-9.00562453397093e+001°)
1.22179966016487e+002	(-2.18478519972623e+001dB,-9.00563749987252e+001°)
1.22461619926504e+002	(-2.18278519852978e+001dB,-9.00565049566369e+001°)
1.22743923115840e+002	(-2.18078519732781e+001dB,-9.00566352141333e+001°)
1.23026877081238e+002	(-2.17878519612030e+001dB,-9.00567657719050e+001°)
1.23310483322890e+002	(-2.17678519490721e+001dB,-9.00568966306444e+001°)
1.23594743344450e+002	(-2.17478519368852e+001dB,-9.00570277910451e+001°)
1.23879658653036e+002	(-2.17278519246420e+001dB,-9.00571592538026e+001°)
1.24165230759240e+002	(-2.17078519123424e+001dB,-9.00572910196139e+001°)
1.24451461177138e+002	(-2.16878518999859e+001dB,-9.00574230891776e+001°)
1.24738351424294e+002	(-2.16678518875725e+001dB,-9.00575554631940e+001°)
1.25025903021771e+002	(-2.16478518751017e+001dB,-9.00576881423649e+001°)
1.25314117494141e+002	(-2.16278518625734e+001dB,-9.00578211273937e+001°)
1.25602996369487e+002	(-2.16078518499872e+001dB,-9.00579544189855e+001°)
1.25892541179416e+002	(-2.15878518373429e+001dB,-9.00580880178470e+001°)
1.26182753459066e+002	(-2.15678518246403e+001dB,-9.00582219246867e+001°)
1.26473634747114e+002	(-2.15478518118791e+001dB,-9.00583561402144e+001°)
1.26765186585784e+002	(-2.15278517990589e+001dB,-9.00584906651417e+001°)
1.27057410520853e+002	(-2.15078517861796e+001dB,-9.00586255001819e+001°)
1.27350308101665e+002	(-2.14878517732408e+001dB,-9.00587606460499e+001°)
1.27643880881134e+002	(-2.14678517602423e+001dB,-9.00588961034622e+001°)
1.27938130415752e+002	(-2.14478517471838e+001dB,-9.00590318731370e+001°)
1.28233058265601e+002	(-2.14278517340651e+001dB,-9.00591679557942e+001°)
1.28528665994361e+002	(-2.14078517208858e+001dB,-9.00593043521553e+001°)
1.28824955169313e+002	(-2.13878517076456e+001dB,-9.00594410629433e+001°)
1.29121927361353e+002	(-2.13678516943443e+001dB,-9.00595780888833e+001°)
1.29419584144998e+002	(-2.13478516809817e+001dB,-9.00597154307016e+001°)
1.29717927098395e+002	(-2.13278516675573e+001dB,-9.00598530891265e+001°)
1.30016957803328e+002	(-2.13078516540710e+001dB,-9.00599910648878e+001°)
1.30316677845229e+002	(-2.12878516405224e+001dB,-9.00601293587170e+001°)
1.30617088813183e+002	(-2.12678516269113e+001dB,-9.00602679713474e+001°)
1.30918192299940e+002	(-2.12478516132374e+001dB,-9.00604069035140e+001°)
1.31219989901920e+002	(-2.12278515995004e+001dB,-9.00605461559532e+001°)
1.31522483219223e+002	(-2.12078515856999e+001dB,-9.00606857294035e+001°)
1.31825673855640e+002	(-2.11878515718358e+001dB,-9.00608256246048e+001°)
1.32129563418657e+002	(-2.11678515579077e+001dB,-9.00609658422989e+001°)
1.32434153519466e+002	(-2.11478515439152e+001dB,-9.00611063832292e+001°)
1.32739445772973e+002	(-2.11278515298582e+001dB,-9.00612472481408e+001°)
1.33045441797808e+002	(-2.11078515157363e+001dB,-9.00613884377807e+001°)
1.33352143216332e+002	(-2.10878515015492e+001dB,-9.00615299528973e+001°)
1.33659551654643e+002	(-2.10678514872967e+001dB,-9.00616717942410e+001°)
1.33967668742593e+002	(-2.10478514729783e+001dB,-9.00618139625638e+001°)
1.34276496113786e+002	(-2.10278514585939e+001dB,-9.00619564586195e+001°)
1.34586035405594e+002	(-2.10078514441430e+001dB,-9.00620992831637e+001°)
1.34896288259165e+002	(-2.09878514296255e+001dB,-9.00622424369535e+001°)
1.35207256319427e+002	(-2.09678514150409e+001dB,-9.00623859207479e+001°)
1.35518941235103e+002	(-2.09478514003891e+001dB,-9.00625297353078e+001°)
1.35831344658715e+002	(-2.09278513856696e+001dB,-9.00626738813956e+001°)
1.36144468246594e+002	(-2.09078513708821e+001dB,-9.00628183597755e+001°)
1.36458313658892e+002	(-2.08878513560264e+001dB,-9.00629631712137e+001°)
1.36772882559584e+002	(-2.08678513411022e+001dB,-9.00631083164778e+001°)
1.37088176616484e+002	(-2.08478513261090e+001dB,-9.00632537963374e+001°)
1.37404197501251e+002	(-2.08278513110466e+001dB,-9.00633996115639e+001°)
1.37720946889394e+002	(-2.08078512959148e+001dB,-9.00635457629303e+001°)
1.38038426460288e+002	(-2.07878512807130e+001dB,-9.00636922512117e+001°)
1.38356637897177e+002	(-2.07678512654411e+001dB,-9.00638390771845e+001°)
1.38675582887188e+002	(-2.07478512500987e+001dB,-9.00639862416274e+001°)
1.38995263121334e+002	(-2.07278512346855e+001dB,-9.00641337453205e+001°)
1.39315680294529e+002	(-2.07078512192012e+001dB,-9.00642815890459e+001°)
1.39636836105593e+002	(-2.06878512036454e+001dB,-9.00644297735875e+001°)
1.39958732257261e+002	(-2.06678511880177e+001dB,-9.00645782997310e+001°)
1.40281370456195e+002	(-2.06478511723180e+001dB,-9.00647271682639e+001°)
1.40604752412990e+002	(-2.06278511565457e+001dB,-9.00648763799753e+001°)
1.40928879842186e+002	(-2.06078511407007e+001dB,-9.00650259356566e+001°)
1.41253754462274e+002	(-2.05878511247826e+001dB,-9.00651758361005e+001°)
1.41579377995707e+002	(-2.05678511087909e+001dB,-9.00653260821019e+001°)
1.41905752168908e+002	(-2.05478510927255e+001dB,-9.00654766744574e+001°)
1.42232878712281e+002	(-2.05278510765859e+001dB,-9.00656276139653e+001°)
1.42560759360218e+002	(-2.05078510603717e+001dB,-9.00657789014261e+001°)
1.42889395851109e+002	(-2.04878510440828e+001dB,-9.00659305376417e+001°)
1.43218789927353e+002	(-2.04678510277187e+001dB,-9.00660825234163e+001°)
1.43548943335365e+002	(-2.04478510112790e+001dB,-9.00662348595555e+001°)
1.43879857825583e+002	(-2.04278509947635e+001dB,-9.00663875468671e+001°)
1.44211535152486e+002	(-2.04078509781717e+001dB,-9.00665405861606e+001°)
1.44543977074592e+002	(-2.03878509615033e+001dB,-9.00666939782475e+001°)
1.44877185354475e+002	(-2.03678509447580e+001dB,-9.00668477239411e+001°)
1.45211161758773e+002	(-2.03478509279354e+001dB,-9.00670018240563e+001°)
1.45545908058195e+002	(-2.03278509110352e+001dB,-9.00671562794105e+001°)
1.45881426027534e+002	(-2.03078508940569e+001dB,-9.00673110908223e+001°)
1.46217717445671e+002	(-2.02878508770003e+001dB,-9.00674662591127e+001°)
1.46554784095590e+002	(-2.02678508598650e+001dB,-9.00676217851043e+001°)
1.46892627764385e+002	(-2.02478508426505e+001dB,-9.00677776696218e+001°)
1.47231250243271e+002	(-2.02278508253566e+001dB,-9.00679339134916e+001°)
1.47570653327588e+002	(-2.02078508079829e+001dB,-9.00680905175421e+001°)
1.47910838816819e+002	(-2.01878507905290e+001dB,-9.00682474826038e+001°)
1.48251808514594e+002	(-2.01678507729945e+001dB,-9.00684048095086e+001°)
1.48593564228699e+002	(-2.01478507553791e+001dB,-9.00685624990909e+001°)
1.48936107771090e+002	(-2.01278507376824e+001dB,-9.00687205521867e+001°)
1.49279440957898e+002	(-2.01078507199040e+001dB,-9.00688789696340e+001°)
1.49623565609442e+002	(-2.00878507020435e+001dB,-9.00690377522727e+001°)
1.49968483550236e+002	(-2.00678506841006e+001dB,-9.00691969009446e+001°)
1.50314196609001e+002	(-2.00478506660749e+001dB,-9.00693564164937e+001°)
1.50660706618673e+002	(-2.00278506479659e+001dB,-9.00695162997656e+001°)
1.51008015416413e+002	(-2.00078506297734e+001dB,-9.00696765516080e+001°)
1.51356124843619e+002	(-1.99878506114969e+001dB,-9.00698371728705e+001°)
1.51705036745932e+002	(-1.99678505931360e+001dB,-9.00699981644049e+001°)
1.52054752973248e+002	(-1.99478505746904e+001dB,-9.00701595270646e+001°)
1.52405275379728e+002	(-1.99278505561597e+001dB,-9.00703212617053e+001°)
1.52756605823806e+002	(-1.99078505375434e+001dB,-9.00704833691844e+001°)
1.53108746168202e+002	(-1.98878505188412e+001dB,-9.00706458503614e+001°)
1.53461698279928e+002	(-1.98678505000527e+001dB,-9.00708087060978e+001°)
1.53815464030302e+002	(-1.98478504811774e+001dB,-9.00709719372571e+001°)
1.54170045294954e+002	(-1.98278504622151e+001dB,-9.00711355447046e+001°)
1.54525443953840e+002	(-1.98078504431651e+001dB,-9.00712995293079e+001°)
1.54881661891247e+002	(-1.97878504240273e+001dB,-9.00714638919364e+001°)
1.55238700995807e+002	(-1.97678504048011e+001dB,-9.00716286334616e+001°)
1.55596563160506e+002	(-1.97478503854862e+001dB,-9.00717937547568e+001°)
1.55955250282694e+002	(-1.97278503660822e+001dB,-9.00719592566977e+001°)
1.56314764264094e+002	(-1.97078503465885e+001dB,-9.00721251401615e+001°)
1.56675107010813e+002	(-1.96878503270049e+001dB,-9.00722914060280e+001°)
1.57036280433354e+002	(-1.96678503073309e+001dB,-9.00724580551786e+001°)
1.57398286446620e+002	(-1.96478502875661e+001dB,-9.00726250884968e+001°)
1.57761126969933e+002	(-1.96278502677100e+001dB,-9.00727925068684e+001°)
1.58124803927037e+002	(-1.96078502477623e+001dB,-9.00729603111810e+001°)
1.58489319246110e+002	(-1.95878502277226e+001dB,-9.00731285023241e+001°)
1.58854674859776e+002	(-1.95678502075903e+001dB,-9.00732970811897e+001°)
1.59220872705115e+002	(-1.95478501873651e+001dB,-9.00734660486715e+001°)
1.59587914723672e+002	(-1.95278501670465e+001dB,-9.00736354056654e+001°)
1.59955802861465e+002	(-1.95078501466342e+001dB,-9.00738051530692e+001°)
1.60324539069002e+002	(-1.94878501261277e+001dB,-9.00739752917831e+001°)
1.60694125301286e+002	(-1.94678501055264e+001dB,-9.00741458227090e+001°)
1.61064563517825e+002	(-1.94478500848301e+001dB,-9.00743167467512e+001°)
1.61435855682647e+002	(-1.94278500640383e+001dB,-9.00744880648158e+001°)
1.61808003764305e+002	(-1.94078500431505e+001dB,-9.00746597778112e+001°)
1.62181009735891e+002	(-1.93878500221663e+001dB,-9.00748318866479e+001°)
1.62554875575047e+002	(-1.93678500010852e+001dB,-9.00750043922383e+001°)
1.62929603263970e+002	(-1.93478499799068e+001dB,-9.00751772954970e+001°)
1.63305194789432e+002	(-1.93278499586307e+001dB,-9.00753505973409e+001°)
1.63681652142779e+002	(-1.93078499372564e+001dB,-9.00755242986887e+001°)
1.64058977319952e+002	(-1.92878499157834e+001dB,-9.00756984004614e+001°)
1.64437172321491e+002	(-1.92678498942113e+001dB,-9.00758729035822e+001°)
1.64816239152549e+002	(-1.92478498725396e+001dB,-9.00760478089761e+001°)
1.65196179822900e+002	(-1.92278498507679e+001dB,-9.00762231175706e+001°)
1.65576996346951e+002	(-1.92078498288956e+001dB,-9.00763988302952e+001°)
1.65958690743754e+002	(-1.91878498069225e+001dB,-9.00765749480815e+001°)
1.66341265037015e+002	(-1.91678497848479e+001dB,-9.00767514718632e+001°)
1.66724721255104e+002	(-1.91478497626714e+001dB,-9.00769284025763e+001°)
1.67109061431069e+002	(-1.91278497403926e+001dB,-9.00771057411589e+001°)
1.67494287602642e+002	(-1.91078497180109e+001dB,-9.00772834885512e+001°)
1.67880401812254e+002	(-1.90878496955259e+001dB,-9.00774616456956e+001°)
1.68267406107045e+002	(-1.90678496729371e+001dB,-9.00776402135369e+001°)
1.68655302538872e+002	(-1.90478496502441e+001dB,-9.00778191930216e+001°)
1.69044093164324e+002	(-1.90278496274463e+001dB,-9.00779985850987e+001°)
1.69433780044731e+002	(-1.90078496045433e+001dB,-9.00781783907195e+001°)
1.69824365246172e+002	(-1.89878495815345e+001dB,-9.00783586108372e+001°)
1.70215850839493e+002	(-1.89678495584196e+001dB,-9.00785392464074e+001°)
1.70608238900310e+002	(-1.89478495351980e+001dB,-9.00787202983877e+001°)
1.71001531509027e+002	(-1.89278495118692e+001dB,-9.00789017677382e+001°)
1.71395730750840e+002	(-1.89078494884327e+001dB,-9.00790836554209e+001°)
1.71790838715757e+002	(-1.88878494648880e+001dB,-9.00792659624004e+001°)
1.72186857498599e+002	(-1.88678494412347e+001dB,-9.00794486896430e+001°)
1.72583789199018e+002	(-1.88478494174721e+001dB,-9.00796318381177e+001°)
1.72981635921508e+002	(-1.88278493935999e+001dB,-9.00798154087956e+001°)
1.73380399775412e+002	(-1.88078493696175e+001dB,-9.00799994026499e+001°)
1.73780082874935e+002	(-1.87878493455245e+001dB,-9.00801838206561e+001°)
1.74180687339159e+002	(-1.87678493213201e+001dB,-9.00803686637921e+001°)
1.74582215292048e+002	(-1.87478492970041e+001dB,-9.00805539330379e+001°)
1.74984668862463e+002	(-1.87278492725759e+001dB,-9.00807396293757e+001°)
1.75388050184174e+002	(-1.87078492480348e+001dB,-9.00809257537903e+001°)
1.75792361395867e+002	(-1.86878492233806e+001dB,-9.00811123072683e+001°)
1.76197604641161e+002	(-1.86678491986125e+001dB,-9.00812992907989e+001°)
1.76603782068614e+002	(-1.86478491737300e+001dB,-9.00814867053735e+001°)
1.77010895831740e+002	(-1.86278491487328e+001dB,-9.00816745519857e+001°)
1.77418948089014e+002	(-1.86078491236201e+001dB,-9.00818628316316e+001°)
1.77827941003890e+002	(-1.85878490983916e+001dB,-9.00820515453094e+001°)
1.78237876744807e+002	(-1.85678490730466e+001dB,-9.00822406940196e+001°)
1.78648757485203e+002	(-1.85478490475846e+001dB,-9.00824302787652e+001°)
1.79060585403527e+002	(-1.85278490220050e+001dB,-9.00826203005513e+001°)
1.79473362683250e+002	(-1.85078489963074e+001dB,-9.00828107603854e+001°)
1.79887091512876e+002	(-1.84878489704912e+001dB,-9.00830016592773e+001°)
1.80301774085954e+002	(-1.84678489445559e+001dB,-9.00831929982392e+001°)
1.80717412601090e+002	(-1.84478489185008e+001dB,-9.00833847782856e+001°)
1.81134009261958e+002	(-1.84278488923254e+001dB,-9.00835770004333e+001°)
1.81551566277311e+002	(-1.84078488660293e+001dB,-9.00837696657015e+001°)
1.81970085860996e+002	(-1.83878488396117e+001dB,-9.00839627751116e+001°)
1.82389570231961e+002	(-1.83678488130722e+001dB,-9.00841563296875e+001°)
1.82810021614272e+002	(-1.83478487864102e+001dB,-9.00843503304556e+001°)
1.83231442237119e+002	(-1.83278487596252e+001dB,-9.00845447784443e+001°)
1.83653834334832e+002	(-1.83078487327165e+001dB,-9.00847396746847e+001°)
1.84077200146893e+002	(-1.82878487056836e+001dB,-9.00849350202101e+001°)
1.84501541917945e+002	(-1.82678486785260e+001dB,-9.00851308160561e+001°)
1.84926861897805e+002	(-1.82478486512429e+001dB,-9.00853270632611e+001°)
1.85353162341478e+002	(-1.82278486238340e+001dB,-9.00855237628653e+001°)
1.85780445509167e+002	(-1.82078485962985e+001dB,-9.00857209159118e+001°)
1.86208713666284e+002	(-1.81878485686360e+001dB,-9.00859185234459e+001°)
1.86637969083464e+002	(-1.81678485408457e+001dB,-9.00861165865153e+001°)
1.87068214036577e+002	(-1.81478485129272e+001dB,-9.00863151061701e+001°)
1.87499450806739e+002	(-1.81278484848798e+001dB,-9.00865140834629e+001°)
1.87931681680324e+002	(-1.81078484567030e+001dB,-9.00867135194486e+001°)
1.88364908948977e+002	(-1.80878484283961e+001dB,-9.00869134151847e+001°)
1.88799134909627e+002	(-1.80678483999585e+001dB,-9.00871137717311e+001°)
1.89234361864495e+002	(-1.80478483713897e+001dB,-9.00873145901500e+001°)
1.89670592121112e+002	(-1.80278483426890e+001dB,-9.00875158715061e+001°)
1.90107827992327e+002	(-1.80078483138558e+001dB,-9.00877176168668e+001°)
1.90546071796322e+002	(-1.79878482848896e+001dB,-9.00879198273016e+001°)
1.90985325856621e+002	(-1.79678482557896e+001dB,-9.00881225038827e+001°)
1.91425592502106e+002	(-1.79478482265553e+001dB,-9.00883256476847e+001°)
1.91866874067026e+002	(-1.79278481971861e+001dB,-9.00885292597846e+001°)
1.92309172891013e+002	(-1.79078481676814e+001dB,-9.00887333412620e+001°)
1.92752491319091e+002	(-1.78878481380404e+001dB,-9.00889378931989e+001°)
1.93196831701689e+002	(-1.78678481082626e+001dB,-9.00891429166800e+001°)
1.93642196394658e+002	(-1.78478480783474e+001dB,-9.00893484127922e+001°)
1.94088587759275e+002	(-1.78278480482941e+001dB,-9.00895543826252e+001°)
1.94536008162263e+002	(-1.78078480181021e+001dB,-9.00897608272708e+001°)
1.94984459975802e+002	(-1.77878479877707e+001dB,-9.00899677478238e+001°)
1.95433945577536e+002	(-1.77678479572993e+001dB,-9.00901751453813e+001°)
1.95884467350596e+002	(-1.77478479266873e+001dB,-9.00903830210428e+001°)
1.96336027683602e+002	(-1.77278478959339e+001dB,-9.00905913759106e+001°)
1.96788628970681e+002	(-1.77078478650386e+001dB,-9.00908002110893e+001°)
1.97242273611482e+002	(-1.76878478340007e+001dB,-9.00910095276861e+001°)
1.97696964011183e+002	(-1.76678478028196e+001dB,-9.00912193268110e+001°)
1.98152702580507e+002	(-1.76478477714945e+001dB,-9.00914296095763e+001°)
1.98609491735734e+002	(-1.76278477400248e+001dB,-9.00916403770969e+001°)
1.99067333898716e+002	(-1.76078477084099e+001dB,-9.00918516304903e+001°)
1.99526231496885e+002	(-1.75878476766490e+001dB,-9.00920633708765e+001°)
1.99986186963271e+002	(-1.75678476447416e+001dB,-9.00922755993783e+001°)
2.00447202736513e+002	(-1.75478476126869e+001dB,-9.00924883171209e+001°)
2.00909281260870e+002	(-1.75278475804842e+001dB,-9.00927015252321e+001°)
2.01372424986236e+002	(-1.75078475481328e+001dB,-9.00929152248423e+001°)
2.01836636368153e+002	(-1.74878475156322e+001dB,-9.00931294170847e+001°)
2.02301917867824e+002	(-1.74678474829815e+001dB,-9.00933441030949e+001°)
2.02768271952125e+002	(-1.74478474501801e+001dB,-9.00935592840111e+001°)
2.03235701093619e+002	(-1.74278474172273e+001dB,-9.00937749609742e+001°)
2.03704207770569e+002	(-1.74078473841225e+001dB,-9.00939911351279e+001°)
2.04173794466950e+002	(-1.73878473508648e+001dB,-9.00942078076182e+001°)
2.04644463672464e+002	(-1.73678473174536e+001dB,-9.00944249795939e+001°)
2.05116217882553e+002	(-1.73478472838881e+001dB,-9.00946426522066e+001°)
2.05589059598411e+002	(-1.73278472501678e+001dB,-9.00948608266103e+001°)
2.06062991326997e+002	(-1.73078472162918e+001dB,-9.00950795039619e+001°)
2.06538015581050e+002	(-1.72878471822594e+001dB,-9.00952986854207e+001°)
2.07014134879101e+002	(-1.72678471480700e+001dB,-9.00955183721488e+001°)
2.07491351745488e+002	(-1.72478471137227e+001dB,-9.00957385653111e+001°)
2.07969668710366e+002	(-1.72278470792169e+001dB,-9.00959592660751e+001°)
2.08449088309726e+002	(-1.72078470445519e+001dB,-9.00961804756108e+001°)
2.08929613085401e+002	(-1.71878470097268e+001dB,-9.00964021950913e+001°)
2.09411245585086e+002	(-1.71678469747410e+001dB,-9.00966244256919e+001°)
2.09893988362349e+002	(-1.71478469395937e+001dB,-9.00968471685912e+001°)
2.10377843976644e+002	(-1.71278469042841e+001dB,-9.00970704249699e+001°)
2.10862814993325e+002	(-1.71078468688116e+001dB,-9.00972941960119e+001°)
2.11348903983661e+002	(-1.70878468331754e+001dB,-9.00975184829036e+001°)
2.11836113524847e+002	(-1.70678467973746e+001dB,-9.00977432868342e+001°)
2.12324446200018e+002	(-1.70478467614087e+001dB,-9.00979686089956e+001°)
2.12813904598268e+002	(-1.70278467252767e+001dB,-9.00981944505824e+001°)
2.13304491314654e+002	(-1.70078466889779e+001dB,-9.00984208127922e+001°)
2.13796208950220e+002	(-1.69878466525116e+001dB,-9.00986476968251e+001°)
2.14289060112002e+002	(-1.69678466158769e+001dB,-9.00988751038841e+001°)
2.14783047413050e+002	(-1.69478465790732e+001dB,-9.00991030351749e+001°)
2.15278173472434e+002	(-1.69278465420996e+001dB,-9.00993314919059e+001°)
2.15774440915263e+002	(-1.69078465049553e+001dB,-9.00995604752886e+001°)
2.16271852372698e+002	(-1.68878464676396e+001dB,-9.00997899865369e+001°)
2.16770410481966e+002	(-1.68678464301516e+001dB,-9.01000200268678e+001°)
2.17270117886371e+002	(-1.68478463924906e+001dB,-9.01002505975010e+001°)
2.17770977235312e+002	(-1.68278463546558e+001dB,-9.01004816996590e+001°)
2.18272991184296e+002	(-1.68078463166463e+001dB,-9.01007133345670e+001°)
2.18776162394951e+002	(-1.67878462784614e+001dB,-9.01009455034533e+001°)
2.19280493535041e+002	(-1.67678462401002e+001dB,-9.01011782075488e+001°)
2.19785987278479e+002	(-1.67478462015620e+001dB,-9.01014114480873e+001°)
2.20292646305342e+002	(-1.67278461628458e+001dB,-9.01016452263055e+001°)
2.20800473301886e+002	(-1.67078461239510e+001dB,-9.01018795434430e+001°)
2.21309470960560e+002	(-1.66878460848767e+001dB,-9.01021144007420e+001°)
2.21819641980018e+002	(-1.66678460456219e+001dB,-9.01023497994478e+001°)
2.22330989065136e+002	(-1.66478460061860e+001dB,-9.01025857408086e+001°)
