x-axis,1,2
second,Volt,Volt
-25.00000E-06,-204.68750305E-03,-10.02929687500E+00
-24.95000E-06,-200.00000298E-03,-10.27343750000E+00
-24.90000E-06,-195.31250291E-03,-10.49804687500E+00
-24.85000E-06,-190.62500284E-03,-10.71289062500E+00
-24.80000E-06,-185.54687776E-03,-10.90820312500E+00
-24.75000E-06,-180.85937770E-03,-11.10351562500E+00
-24.70000E-06,-176.56250263E-03,-11.28906250000E+00
-24.65000E-06,-171.87500256E-03,-11.45507812500E+00
-24.60000E-06,-166.79687749E-03,-11.61132812500E+00
-24.55000E-06,-161.71875241E-03,-11.75781250000E+00
-24.50000E-06,-157.03125234E-03,-11.88476562500E+00
-24.45000E-06,-152.34375227E-03,-11.99218750000E+00
-24.40000E-06,-148.04687721E-03,-12.08984375000E+00
-24.35000E-06,-143.75000214E-03,-12.16796875000E+00
-24.30000E-06,-139.06250207E-03,-12.23632812500E+00
-24.25000E-06,-133.98437700E-03,-12.29492187500E+00
-24.20000E-06,-129.29687693E-03,-12.34375000000E+00
-24.15000E-06,-124.21875185E-03,-12.38281250000E+00
-24.10000E-06,-119.53125178E-03,-12.42187500000E+00
-24.05000E-06,-114.45312671E-03,-12.45117187500E+00
-24.00000E-06,-109.37500163E-03,-12.47070312500E+00
-23.95000E-06,-104.29687655E-03,-12.47070312500E+00
-23.90000E-06,-99.60937648E-03,-12.47070312500E+00
-23.85000E-06,-94.53125141E-03,-12.46093750000E+00
-23.80000E-06,-89.84375134E-03,-12.45117187500E+00
-23.75000E-06,-84.76562626E-03,-12.43164062500E+00
-23.70000E-06,-79.29687618E-03,-12.41210937500E+00
-23.65000E-06,-74.21875111E-03,-12.38281250000E+00
-23.60000E-06,-69.14062603E-03,-12.35351562500E+00
-23.55000E-06,-64.06250095E-03,-12.31445312500E+00
-23.50000E-06,-58.98437588E-03,-12.28515625000E+00
-23.45000E-06,-53.90625080E-03,-12.24609375000E+00
-23.40000E-06,-49.21875073E-03,-12.20703125000E+00
-23.35000E-06,-44.53125066E-03,-12.16796875000E+00
-23.30000E-06,-39.84375059E-03,-12.12890625000E+00
-23.25000E-06,-35.15625052E-03,-12.08007812500E+00
-23.20000E-06,-29.68750044E-03,-12.03125000000E+00
-23.15000E-06,-24.60937537E-03,-11.97265625000E+00
-23.10000E-06,-20.31250030E-03,-11.91406250000E+00
-23.05000E-06,-15.62500023E-03,-11.85546875000E+00
-23.00000E-06,-10.93750016E-03,-11.80664062500E+00
-22.95000E-06,-6.25000009E-03,-11.75781250000E+00
