v1	V(n002)	I(D1)
-3.800000000000625e-001	-3.799975e-001	-2.519805e-009
-3.700000000000625e-001	-3.699975e-001	-2.519653e-009
-3.600000000000625e-001	-3.599975e-001	-2.519466e-009
-3.500000000000625e-001	-3.499975e-001	-2.519236e-009
-3.400000000000625e-001	-3.399975e-001	-2.518950e-009
-3.300000000000625e-001	-3.299975e-001	-2.518597e-009
-3.200000000000625e-001	-3.199975e-001	-2.518159e-009
-3.100000000000625e-001	-3.099975e-001	-2.517616e-009
-3.000000000000624e-001	-2.999975e-001	-2.516940e-009
-2.900000000000624e-001	-2.899975e-001	-2.516101e-009
-2.800000000000624e-001	-2.799975e-001	-2.515056e-009
-2.700000000000624e-001	-2.699975e-001	-2.513757e-009
-2.600000000000624e-001	-2.599975e-001	-2.512138e-009
-2.500000000000624e-001	-2.499975e-001	-2.510123e-009
-2.400000000000624e-001	-2.399975e-001	-2.507613e-009
-2.300000000000624e-001	-2.299975e-001	-2.504485e-009
-2.200000000000624e-001	-2.199975e-001	-2.500587e-009
-2.100000000000624e-001	-2.099975e-001	-2.495729e-009
-2.000000000000624e-001	-1.999975e-001	-2.489675e-009
-1.900000000000623e-001	-1.899975e-001	-2.482127e-009
-1.800000000000623e-001	-1.799975e-001	-2.472719e-009
-1.700000000000623e-001	-1.699975e-001	-2.460990e-009
-1.600000000000623e-001	-1.599976e-001	-2.446367e-009
-1.500000000000623e-001	-1.499976e-001	-2.428137e-009
-1.400000000000623e-001	-1.399976e-001	-2.405407e-009
-1.300000000000623e-001	-1.299976e-001	-2.377067e-009
-1.200000000000623e-001	-1.199977e-001	-2.341732e-009
-1.100000000000623e-001	-1.099977e-001	-2.297675e-009
-1.000000000000623e-001	-9.999776e-002	-2.242742e-009
-9.000000000006231e-002	-8.999783e-002	-2.174248e-009
-8.000000000006231e-002	-7.999791e-002	-2.088844e-009
-7.000000000006232e-002	-6.999802e-002	-1.982355e-009
-6.000000000006232e-002	-5.999815e-002	-1.849575e-009
-5.000000000006231e-002	-4.999832e-002	-1.684012e-009
-4.000000000006231e-002	-3.999852e-002	-1.477574e-009
-3.000000000006231e-002	-2.999878e-002	-1.220167e-009
-2.000000000006231e-002	-1.999910e-002	-8.992073e-010
-1.000000000006231e-002	-9.999501e-003	-4.990061e-010
-6.230779781013496e-014	-6.229834e-014	-3.464865e-021
9.999999999937692e-003	9.999378e-003	6.222022e-010
1.999999999993769e-002	1.999860e-002	1.398011e-009
2.999999999993770e-002	2.999763e-002	2.365343e-009
3.999999999993770e-002	3.999643e-002	3.571466e-009
4.999999999993770e-002	4.999492e-002	5.075311e-009
5.999999999993770e-002	5.999305e-002	6.950342e-009
6.999999999993770e-002	6.999071e-002	9.288133e-009
7.999999999993769e-002	7.998779e-002	1.220283e-008
8.999999999993769e-002	8.998416e-002	1.583669e-008
9.999999999993768e-002	9.997963e-002	2.036700e-008
1.099999999999377e-001	1.099740e-001	2.601466e-008
1.199999999999377e-001	1.199669e-001	3.305485e-008
1.299999999999377e-001	1.299582e-001	4.183034e-008
1.399999999999377e-001	1.399472e-001	5.276789e-008
1.499999999999377e-001	1.499336e-001	6.639874e-008
1.599999999999377e-001	1.599166e-001	8.338382e-008
1.699999999999377e-001	1.698955e-001	1.045450e-007
1.799999999999377e-001	1.798691e-001	1.309037e-007
1.899999999999377e-001	1.898363e-001	1.637279e-007
1.999999999999377e-001	1.997954e-001	2.045907e-007
2.099999999999377e-001	2.097446e-001	2.554404e-007
2.199999999999378e-001	2.196813e-001	3.186867e-007
2.299999999999378e-001	2.296027e-001	3.973040e-007
2.399999999999378e-001	2.395051e-001	4.949542e-007
2.499999999999378e-001	2.493839e-001	6.161325e-007
2.599999999999378e-001	2.592337e-001	7.663352e-007
2.699999999999378e-001	2.690477e-001	9.522524e-007
2.799999999999378e-001	2.788180e-001	1.181980e-006
2.899999999999378e-001	2.885348e-001	1.465246e-006
2.999999999999378e-001	2.981864e-001	1.813641e-006
3.099999999999378e-001	3.077592e-001	2.240825e-006
3.199999999999378e-001	3.172373e-001	2.762701e-006
3.299999999999378e-001	3.266025e-001	3.397495e-006
3.399999999999379e-001	3.358343e-001	4.165715e-006
3.499999999999379e-001	3.449101e-001	5.089942e-006
3.599999999999379e-001	3.538057e-001	6.194389e-006
3.699999999999379e-001	3.624958e-001	7.504244e-006
3.799999999999379e-001	3.709553e-001	9.044768e-006
3.899999999999379e-001	3.791599e-001	1.084023e-005
3.999999999999379e-001	3.870874e-001	1.291275e-005
4.099999999999379e-001	3.947190e-001	1.528123e-005
4.199999999999379e-001	4.020399e-001	1.796040e-005
4.299999999999379e-001	4.090401e-001	2.096025e-005
4.399999999999379e-001	4.157146e-001	2.428579e-005
4.499999999999380e-001	4.220633e-001	2.793716e-005
4.599999999999380e-001	4.280904e-001	3.191009e-005
4.699999999999380e-001	4.338040e-001	3.619650e-005
4.799999999999380e-001	4.392151e-001	4.078537e-005
4.899999999999380e-001	4.443370e-001	4.566343e-005
4.999999999999380e-001	4.491845e-001	5.081596e-005
5.099999999999380e-001	4.537730e-001	5.622744e-005
5.199999999999380e-001	4.581183e-001	6.188205e-005
5.299999999999380e-001	4.622362e-001	6.776411e-005
5.399999999999380e-001	4.661419e-001	7.385838e-005
5.499999999999380e-001	4.698500e-001	8.015023e-005
5.599999999999380e-001	4.733744e-001	8.662586e-005
5.699999999999380e-001	4.767280e-001	9.327226e-005
5.799999999999380e-001	4.799229e-001	1.000773e-004
5.899999999999380e-001	4.829703e-001	1.070299e-004
5.999999999999380e-001	4.858807e-001	1.141195e-004
6.099999999999380e-001	4.886636e-001	1.213366e-004
6.199999999999381e-001	4.913277e-001	1.286724e-004
6.299999999999381e-001	4.938813e-001	1.361188e-004
6.399999999999381e-001	4.963316e-001	1.436685e-004
6.499999999999381e-001	4.986856e-001	1.513145e-004
6.599999999999381e-001	5.009495e-001	1.590506e-004
6.699999999999381e-001	5.031289e-001	1.668711e-004
6.799999999999381e-001	5.052294e-001	1.747707e-004
6.899999999999381e-001	5.072556e-001	1.827445e-004
6.999999999999381e-001	5.092121e-001	1.907880e-004
7.099999999999381e-001	5.111029e-001	1.988971e-004
7.199999999999381e-001	5.129319e-001	2.070681e-004
7.299999999999381e-001	5.147026e-001	2.152974e-004
7.399999999999382e-001	5.164183e-001	2.235818e-004
7.499999999999382e-001	5.180818e-001	2.319182e-004
7.599999999999382e-001	5.196962e-001	2.403039e-004
7.699999999999382e-001	5.212638e-001	2.487362e-004
7.799999999999382e-001	5.227872e-001	2.572128e-004
7.899999999999382e-001	5.242685e-001	2.657315e-004
7.999999999999382e-001	5.257099e-001	2.742902e-004
8.099999999999382e-001	5.271131e-001	2.828868e-004
8.199999999999382e-001	5.284803e-001	2.915197e-004
8.299999999999382e-001	5.298129e-001	3.001872e-004
8.399999999999382e-001	5.311125e-001	3.088875e-004
8.499999999999383e-001	5.323806e-001	3.176194e-004
8.599999999999383e-001	5.336187e-001	3.263812e-004
8.699999999999383e-001	5.348281e-001	3.351719e-004
8.799999999999383e-001	5.360099e-001	3.439901e-004
8.899999999999383e-001	5.371653e-001	3.528346e-004
8.999999999999383e-001	5.382955e-001	3.617045e-004
9.099999999999383e-001	5.394014e-001	3.705987e-004
9.199999999999383e-001	5.404839e-001	3.795161e-004
9.299999999999383e-001	5.415440e-001	3.884560e-004
9.399999999999383e-001	5.425826e-001	3.974174e-004
9.499999999999383e-001	5.436005e-001	4.063995e-004
9.599999999999384e-001	5.445984e-001	4.154016e-004
9.699999999999384e-001	5.455771e-001	4.244229e-004
9.799999999999384e-001	5.465373e-001	4.334627e-004
9.899999999999384e-001	5.474796e-001	4.425204e-004
9.999999999999384e-001	5.484046e-001	4.515954e-004
1.009999999999938e+000	5.493130e-001	4.606870e-004
1.019999999999938e+000	5.502053e-001	4.697947e-004
1.029999999999938e+000	5.510821e-001	4.789179e-004
1.039999999999938e+000	5.519438e-001	4.880562e-004
1.049999999999938e+000	5.527909e-001	4.972091e-004
1.059999999999938e+000	5.536240e-001	5.063760e-004
1.069999999999938e+000	5.544434e-001	5.155565e-004
1.079999999999938e+000	5.552496e-001	5.247504e-004
1.089999999999938e+000	5.560430e-001	5.339570e-004
1.099999999999938e+000	5.568240e-001	5.431760e-004
1.109999999999938e+000	5.575929e-001	5.524072e-004
1.119999999999938e+000	5.583500e-001	5.616500e-004
1.129999999999938e+000	5.590959e-001	5.709042e-004
1.139999999999938e+000	5.598306e-001	5.801694e-004
1.149999999999938e+000	5.605547e-001	5.894453e-004
1.159999999999938e+000	5.612683e-001	5.987317e-004
1.169999999999938e+000	5.619718e-001	6.080282e-004
1.179999999999938e+000	5.626654e-001	6.173346e-004
1.189999999999938e+000	5.633494e-001	6.266506e-004
1.199999999999938e+000	5.640241e-001	6.359759e-004
1.209999999999939e+000	5.646897e-001	6.453103e-004
1.219999999999939e+000	5.653464e-001	6.546536e-004
1.229999999999939e+000	5.659944e-001	6.640055e-004
1.239999999999939e+000	5.666341e-001	6.733659e-004
1.249999999999939e+000	5.672656e-001	6.827344e-004
1.259999999999939e+000	5.678890e-001	6.921110e-004
1.269999999999939e+000	5.685046e-001	7.014954e-004
1.279999999999939e+000	5.691127e-001	7.108874e-004
1.289999999999939e+000	5.697132e-001	7.202868e-004
1.299999999999939e+000	5.703065e-001	7.296934e-004
1.309999999999939e+000	5.708928e-001	7.391073e-004
1.319999999999939e+000	5.714720e-001	7.485279e-004
1.329999999999939e+000	5.720446e-001	7.579554e-004
1.339999999999939e+000	5.726105e-001	7.673895e-004
1.349999999999939e+000	5.731699e-001	7.768301e-004
1.359999999999939e+000	5.737230e-001	7.862769e-004
1.369999999999939e+000	5.742700e-001	7.957300e-004
1.379999999999939e+000	5.748108e-001	8.051892e-004
1.389999999999939e+000	5.753458e-001	8.146542e-004
1.399999999999939e+000	5.758749e-001	8.241251e-004
1.409999999999939e+000	5.763984e-001	8.336016e-004
1.419999999999939e+000	5.769163e-001	8.430837e-004
1.429999999999939e+000	5.774288e-001	8.525712e-004
1.439999999999939e+000	5.779360e-001	8.620640e-004
1.449999999999939e+000	5.784379e-001	8.715620e-004
1.459999999999939e+000	5.789348e-001	8.810652e-004
1.469999999999939e+000	5.794266e-001	8.905734e-004
1.479999999999939e+000	5.799135e-001	9.000865e-004
1.489999999999939e+000	5.803955e-001	9.096045e-004
1.499999999999939e+000	5.808729e-001	9.191271e-004
1.509999999999939e+000	5.813456e-001	9.286544e-004
1.519999999999939e+000	5.818138e-001	9.381862e-004
1.529999999999939e+000	5.822775e-001	9.477225e-004
1.539999999999939e+000	5.827368e-001	9.572632e-004
1.549999999999939e+000	5.831918e-001	9.668082e-004
1.559999999999939e+000	5.836427e-001	9.763574e-004
1.569999999999939e+000	5.840893e-001	9.859107e-004
1.579999999999939e+000	5.845319e-001	9.954681e-004
1.589999999999939e+000	5.849705e-001	1.005030e-003
1.599999999999939e+000	5.854052e-001	1.014595e-003
1.609999999999939e+000	5.858360e-001	1.024164e-003
1.619999999999939e+000	5.862631e-001	1.033737e-003
1.629999999999939e+000	5.866864e-001	1.043314e-003
1.639999999999939e+000	5.871060e-001	1.052894e-003
1.649999999999939e+000	5.875221e-001	1.062478e-003
1.659999999999939e+000	5.879346e-001	1.072065e-003
1.669999999999939e+000	5.883436e-001	1.081656e-003
1.679999999999939e+000	5.887493e-001	1.091251e-003
1.689999999999939e+000	5.891516e-001	1.100848e-003
1.699999999999939e+000	5.895505e-001	1.110450e-003
1.709999999999939e+000	5.899462e-001	1.120054e-003
1.719999999999939e+000	5.903387e-001	1.129661e-003
1.729999999999939e+000	5.907280e-001	1.139272e-003
1.739999999999939e+000	5.911143e-001	1.148886e-003
1.749999999999939e+000	5.914975e-001	1.158503e-003
1.759999999999939e+000	5.918777e-001	1.168122e-003
1.769999999999939e+000	5.922549e-001	1.177745e-003
1.779999999999939e+000	5.926293e-001	1.187371e-003
1.789999999999939e+000	5.930007e-001	1.196999e-003
1.799999999999939e+000	5.933693e-001	1.206631e-003
1.809999999999939e+000	5.937352e-001	1.216265e-003
1.819999999999939e+000	5.940983e-001	1.225902e-003
1.829999999999939e+000	5.944587e-001	1.235541e-003
1.839999999999939e+000	5.948164e-001	1.245184e-003
1.849999999999939e+000	5.951716e-001	1.254828e-003
1.859999999999939e+000	5.955241e-001	1.264476e-003
1.869999999999939e+000	5.958741e-001	1.274126e-003
1.879999999999939e+000	5.962216e-001	1.283778e-003
1.889999999999939e+000	5.965666e-001	1.293433e-003
1.899999999999939e+000	5.969092e-001	1.303091e-003
1.909999999999939e+000	5.972494e-001	1.312751e-003
1.919999999999939e+000	5.975872e-001	1.322413e-003
1.929999999999939e+000	5.979226e-001	1.332077e-003
1.939999999999939e+000	5.982558e-001	1.341744e-003
1.949999999999939e+000	5.985867e-001	1.351413e-003
1.959999999999939e+000	5.989153e-001	1.361085e-003
1.969999999999939e+000	5.992417e-001	1.370758e-003
1.979999999999939e+000	5.995660e-001	1.380434e-003
1.989999999999939e+000	5.998880e-001	1.390112e-003
1.999999999999939e+000	6.002080e-001	1.399792e-003
2.009999999999939e+000	6.005259e-001	1.409474e-003
2.019999999999939e+000	6.008416e-001	1.419158e-003
2.029999999999939e+000	6.011554e-001	1.428845e-003
2.039999999999938e+000	6.014671e-001	1.438533e-003
2.049999999999938e+000	6.017768e-001	1.448223e-003
2.059999999999938e+000	6.020846e-001	1.457915e-003
2.069999999999938e+000	6.023905e-001	1.467610e-003
2.079999999999938e+000	6.026943e-001	1.477306e-003
2.089999999999937e+000	6.029963e-001	1.487004e-003
2.099999999999937e+000	6.032965e-001	1.496703e-003
2.109999999999937e+000	6.035948e-001	1.506405e-003
2.119999999999937e+000	6.038913e-001	1.516109e-003
2.129999999999936e+000	6.041859e-001	1.525814e-003
2.139999999999936e+000	6.044788e-001	1.535521e-003
2.149999999999936e+000	6.047700e-001	1.545230e-003
2.159999999999936e+000	6.050594e-001	1.554941e-003
2.169999999999936e+000	6.053470e-001	1.564653e-003
2.179999999999935e+000	6.056330e-001	1.574367e-003
2.189999999999935e+000	6.059173e-001	1.584083e-003
2.199999999999935e+000	6.062000e-001	1.593800e-003
2.209999999999935e+000	6.064810e-001	1.603519e-003
2.219999999999935e+000	6.067604e-001	1.613240e-003
2.229999999999934e+000	6.070382e-001	1.622962e-003
2.239999999999934e+000	6.073144e-001	1.632686e-003
2.249999999999934e+000	6.075891e-001	1.642411e-003
2.259999999999934e+000	6.078622e-001	1.652138e-003
2.269999999999933e+000	6.081337e-001	1.661866e-003
2.279999999999933e+000	6.084038e-001	1.671596e-003
2.289999999999933e+000	6.086724e-001	1.681328e-003
2.299999999999933e+000	6.089395e-001	1.691060e-003
2.309999999999933e+000	6.092051e-001	1.700795e-003
2.319999999999932e+000	6.094693e-001	1.710531e-003
2.329999999999932e+000	6.097321e-001	1.720268e-003
2.339999999999932e+000	6.099934e-001	1.730007e-003
2.349999999999932e+000	6.102533e-001	1.739747e-003
2.359999999999932e+000	6.105119e-001	1.749488e-003
2.369999999999931e+000	6.107691e-001	1.759231e-003
2.379999999999931e+000	6.110250e-001	1.768975e-003
2.389999999999931e+000	6.112794e-001	1.778721e-003
2.399999999999931e+000	6.115326e-001	1.788467e-003
2.409999999999930e+000	6.117845e-001	1.798216e-003
2.419999999999930e+000	6.120350e-001	1.807965e-003
2.429999999999930e+000	6.122843e-001	1.817716e-003
2.439999999999930e+000	6.125323e-001	1.827468e-003
2.449999999999930e+000	6.127791e-001	1.837221e-003
2.459999999999929e+000	6.130246e-001	1.846975e-003
2.469999999999929e+000	6.132689e-001	1.856731e-003
2.479999999999929e+000	6.135119e-001	1.866488e-003
2.489999999999929e+000	6.137537e-001	1.876246e-003
2.499999999999929e+000	6.139944e-001	1.886006e-003
2.509999999999928e+000	6.142339e-001	1.895766e-003
2.519999999999928e+000	6.144721e-001	1.905528e-003
2.529999999999928e+000	6.147093e-001	1.915291e-003
2.539999999999928e+000	6.149452e-001	1.925055e-003
2.549999999999927e+000	6.151800e-001	1.934820e-003
2.559999999999927e+000	6.154137e-001	1.944586e-003
2.569999999999927e+000	6.156464e-001	1.954354e-003
2.579999999999927e+000	6.158778e-001	1.964122e-003
2.589999999999927e+000	6.161082e-001	1.973892e-003
2.599999999999926e+000	6.163375e-001	1.983662e-003
2.609999999999926e+000	6.165658e-001	1.993434e-003
2.619999999999926e+000	6.167929e-001	2.003207e-003
2.629999999999926e+000	6.170191e-001	2.012981e-003
2.639999999999926e+000	6.172441e-001	2.022756e-003
2.649999999999925e+000	6.174681e-001	2.032532e-003
2.659999999999925e+000	6.176912e-001	2.042309e-003
2.669999999999925e+000	6.179131e-001	2.052087e-003
2.679999999999925e+000	6.181341e-001	2.061866e-003
2.689999999999925e+000	6.183541e-001	2.071646e-003
2.699999999999924e+000	6.185731e-001	2.081427e-003
2.709999999999924e+000	6.187912e-001	2.091209e-003
2.719999999999924e+000	6.190082e-001	2.100992e-003
2.729999999999924e+000	6.192243e-001	2.110776e-003
2.739999999999923e+000	6.194394e-001	2.120561e-003
2.749999999999923e+000	6.196536e-001	2.130346e-003
2.759999999999923e+000	6.198669e-001	2.140133e-003
2.769999999999923e+000	6.200792e-001	2.149921e-003
2.779999999999923e+000	6.202906e-001	2.159709e-003
2.789999999999922e+000	6.205011e-001	2.169499e-003
2.799999999999922e+000	6.207107e-001	2.179289e-003
2.809999999999922e+000	6.209194e-001	2.189080e-003
2.819999999999922e+000	6.211272e-001	2.198873e-003
2.829999999999922e+000	6.213342e-001	2.208666e-003
2.839999999999921e+000	6.215402e-001	2.218460e-003
2.849999999999921e+000	6.217454e-001	2.228254e-003
2.859999999999921e+000	6.219498e-001	2.238050e-003
2.869999999999921e+000	6.221533e-001	2.247847e-003
2.879999999999920e+000	6.223559e-001	2.257644e-003
2.889999999999920e+000	6.225577e-001	2.267442e-003
2.899999999999920e+000	6.227587e-001	2.277241e-003
2.909999999999920e+000	6.229588e-001	2.287041e-003
2.919999999999920e+000	6.231582e-001	2.296842e-003
2.929999999999919e+000	6.233567e-001	2.306643e-003
2.939999999999919e+000	6.235545e-001	2.316446e-003
2.949999999999919e+000	6.237514e-001	2.326249e-003
2.959999999999919e+000	6.239476e-001	2.336052e-003
2.969999999999919e+000	6.241429e-001	2.345857e-003
2.979999999999918e+000	6.243375e-001	2.355662e-003
2.989999999999918e+000	6.245313e-001	2.365469e-003
2.999999999999918e+000	6.247244e-001	2.375276e-003
3.009999999999918e+000	6.249167e-001	2.385083e-003
3.019999999999917e+000	6.251082e-001	2.394892e-003
3.029999999999917e+000	6.252990e-001	2.404701e-003
3.039999999999917e+000	6.254891e-001	2.414511e-003
3.049999999999917e+000	6.256784e-001	2.424322e-003
3.059999999999917e+000	6.258670e-001	2.434133e-003
3.069999999999916e+000	6.260549e-001	2.443945e-003
3.079999999999916e+000	6.262420e-001	2.453758e-003
3.089999999999916e+000	6.264285e-001	2.463571e-003
3.099999999999916e+000	6.266142e-001	2.473386e-003
3.109999999999916e+000	6.267992e-001	2.483201e-003
3.119999999999915e+000	6.269836e-001	2.493016e-003
3.129999999999915e+000	6.271672e-001	2.502833e-003
3.139999999999915e+000	6.273502e-001	2.512650e-003
3.149999999999915e+000	6.275325e-001	2.522467e-003
3.159999999999914e+000	6.277142e-001	2.532286e-003
3.169999999999914e+000	6.278951e-001	2.542105e-003
3.179999999999914e+000	6.280754e-001	2.551925e-003
3.189999999999914e+000	6.282550e-001	2.561745e-003
3.199999999999914e+000	6.284339e-001	2.571566e-003
3.209999999999913e+000	6.286123e-001	2.581388e-003
3.219999999999913e+000	6.287900e-001	2.591210e-003
3.229999999999913e+000	6.289670e-001	2.601033e-003
3.239999999999913e+000	6.291434e-001	2.610857e-003
3.249999999999913e+000	6.293192e-001	2.620681e-003
3.259999999999912e+000	6.294943e-001	2.630506e-003
3.269999999999912e+000	6.296688e-001	2.640331e-003
3.279999999999912e+000	6.298428e-001	2.650157e-003
3.289999999999912e+000	6.300161e-001	2.659984e-003
3.299999999999911e+000	6.301888e-001	2.669811e-003
3.309999999999911e+000	6.303608e-001	2.679639e-003
3.319999999999911e+000	6.305323e-001	2.689468e-003
3.329999999999911e+000	6.307032e-001	2.699297e-003
3.339999999999911e+000	6.308736e-001	2.709127e-003
3.349999999999910e+000	6.310433e-001	2.718957e-003
3.359999999999910e+000	6.312124e-001	2.728788e-003
3.369999999999910e+000	6.313809e-001	2.738619e-003
3.379999999999910e+000	6.315489e-001	2.748451e-003
3.389999999999910e+000	6.317163e-001	2.758284e-003
3.399999999999909e+000	6.318832e-001	2.768117e-003
3.409999999999909e+000	6.320494e-001	2.777951e-003
3.419999999999909e+000	6.322152e-001	2.787785e-003
3.429999999999909e+000	6.323804e-001	2.797620e-003
3.439999999999909e+000	6.325450e-001	2.807455e-003
3.449999999999908e+000	6.327090e-001	2.817291e-003
3.459999999999908e+000	6.328726e-001	2.827127e-003
3.469999999999908e+000	6.330355e-001	2.836964e-003
3.479999999999908e+000	6.331980e-001	2.846802e-003
3.489999999999907e+000	6.333599e-001	2.856640e-003
3.499999999999907e+000	6.335213e-001	2.866479e-003
3.509999999999907e+000	6.336822e-001	2.876318e-003
3.519999999999907e+000	6.338425e-001	2.886157e-003
3.529999999999907e+000	6.340024e-001	2.895998e-003
3.539999999999906e+000	6.341617e-001	2.905838e-003
3.549999999999906e+000	6.343205e-001	2.915679e-003
3.559999999999906e+000	6.344787e-001	2.925521e-003
3.569999999999906e+000	6.346366e-001	2.935363e-003
3.579999999999906e+000	6.347938e-001	2.945206e-003
3.589999999999905e+000	6.349506e-001	2.955049e-003
3.599999999999905e+000	6.351069e-001	2.964893e-003
3.609999999999905e+000	6.352627e-001	2.974737e-003
3.619999999999905e+000	6.354181e-001	2.984582e-003
3.629999999999904e+000	6.355729e-001	2.994427e-003
3.639999999999904e+000	6.357272e-001	3.004273e-003
3.649999999999904e+000	6.358811e-001	3.014119e-003
3.659999999999904e+000	6.360345e-001	3.023966e-003
3.669999999999904e+000	6.361874e-001	3.033813e-003
3.679999999999903e+000	6.363398e-001	3.043660e-003
3.689999999999903e+000	6.364918e-001	3.053508e-003
3.699999999999903e+000	6.366433e-001	3.063357e-003
3.709999999999903e+000	6.367944e-001	3.073206e-003
3.719999999999903e+000	6.369449e-001	3.083055e-003
3.729999999999902e+000	6.370951e-001	3.092905e-003
3.739999999999902e+000	6.372448e-001	3.102755e-003
3.749999999999902e+000	6.373940e-001	3.112606e-003
3.759999999999902e+000	6.375428e-001	3.122457e-003
3.769999999999901e+000	6.376911e-001	3.132309e-003
3.779999999999901e+000	6.378391e-001	3.142161e-003
3.789999999999901e+000	6.379865e-001	3.152014e-003
3.799999999999901e+000	6.381336e-001	3.161866e-003
3.809999999999901e+000	6.382802e-001	3.171720e-003
3.819999999999900e+000	6.384263e-001	3.181574e-003
3.829999999999900e+000	6.385720e-001	3.191428e-003
3.839999999999900e+000	6.387174e-001	3.201283e-003
3.849999999999900e+000	6.388623e-001	3.211138e-003
3.859999999999900e+000	6.390067e-001	3.220993e-003
3.869999999999899e+000	6.391507e-001	3.230849e-003
3.879999999999899e+000	6.392944e-001	3.240706e-003
3.889999999999899e+000	6.394376e-001	3.250562e-003
3.899999999999899e+000	6.395804e-001	3.260419e-003
3.909999999999898e+000	6.397228e-001	3.270277e-003
3.919999999999898e+000	6.398648e-001	3.280135e-003
3.929999999999898e+000	6.400064e-001	3.289994e-003
3.939999999999898e+000	6.401476e-001	3.299852e-003
3.949999999999898e+000	6.402884e-001	3.309712e-003
3.959999999999897e+000	6.404288e-001	3.319571e-003
3.969999999999897e+000	6.405688e-001	3.329431e-003
3.979999999999897e+000	6.407084e-001	3.339292e-003
3.989999999999897e+000	6.408476e-001	3.349152e-003
3.999999999999897e+000	6.409864e-001	3.359013e-003
4.009999999999897e+000	6.411248e-001	3.368875e-003
4.019999999999897e+000	6.412629e-001	3.378737e-003
4.029999999999896e+000	6.414006e-001	3.388599e-003
4.039999999999896e+000	6.415379e-001	3.398462e-003
4.049999999999896e+000	6.416749e-001	3.408325e-003
4.059999999999896e+000	6.418114e-001	3.418189e-003
4.069999999999896e+000	6.419476e-001	3.428052e-003
4.079999999999895e+000	6.420834e-001	3.437917e-003
4.089999999999895e+000	6.422188e-001	3.447781e-003
4.099999999999895e+000	6.423539e-001	3.457646e-003
4.109999999999895e+000	6.424886e-001	3.467511e-003
4.119999999999894e+000	6.426229e-001	3.477377e-003
4.129999999999894e+000	6.427569e-001	3.487243e-003
4.139999999999894e+000	6.428906e-001	3.497110e-003
4.149999999999894e+000	6.430238e-001	3.506976e-003
4.159999999999894e+000	6.431568e-001	3.516843e-003
4.169999999999893e+000	6.432894e-001	3.526711e-003
4.179999999999893e+000	6.434216e-001	3.536579e-003
4.189999999999893e+000	6.435534e-001	3.546447e-003
4.199999999999893e+000	6.436850e-001	3.556315e-003
4.209999999999893e+000	6.438162e-001	3.566184e-003
4.219999999999892e+000	6.439470e-001	3.576053e-003
4.229999999999892e+000	6.440775e-001	3.585923e-003
4.239999999999892e+000	6.442077e-001	3.595792e-003
4.249999999999892e+000	6.443375e-001	3.605663e-003
4.259999999999891e+000	6.444670e-001	3.615533e-003
4.269999999999891e+000	6.445962e-001	3.625404e-003
4.279999999999891e+000	6.447250e-001	3.635275e-003
4.289999999999891e+000	6.448535e-001	3.645146e-003
4.299999999999891e+000	6.449816e-001	3.655018e-003
4.309999999999890e+000	6.451095e-001	3.664891e-003
4.319999999999890e+000	6.452370e-001	3.674763e-003
4.329999999999890e+000	6.453642e-001	3.684636e-003
4.339999999999890e+000	6.454910e-001	3.694509e-003
4.349999999999890e+000	6.456176e-001	3.704382e-003
4.359999999999889e+000	6.457438e-001	3.714256e-003
4.369999999999889e+000	6.458697e-001	3.724130e-003
4.379999999999889e+000	6.459953e-001	3.734005e-003
4.389999999999889e+000	6.461206e-001	3.743879e-003
4.399999999999888e+000	6.462456e-001	3.753754e-003
4.409999999999888e+000	6.463702e-001	3.763630e-003
4.419999999999888e+000	6.464946e-001	3.773505e-003
4.429999999999888e+000	6.466187e-001	3.783381e-003
4.439999999999888e+000	6.467424e-001	3.793258e-003
4.449999999999887e+000	6.468658e-001	3.803134e-003
4.459999999999887e+000	6.469890e-001	3.813011e-003
4.469999999999887e+000	6.471118e-001	3.822888e-003
4.479999999999887e+000	6.472344e-001	3.832766e-003
4.489999999999887e+000	6.473566e-001	3.842643e-003
4.499999999999886e+000	6.474786e-001	3.852521e-003
4.509999999999886e+000	6.476002e-001	3.862400e-003
4.519999999999886e+000	6.477216e-001	3.872278e-003
4.529999999999886e+000	6.478427e-001	3.882157e-003
4.539999999999886e+000	6.479635e-001	3.892037e-003
4.549999999999885e+000	6.480840e-001	3.901916e-003
4.559999999999885e+000	6.482041e-001	3.911796e-003
4.569999999999885e+000	6.483241e-001	3.921676e-003
4.579999999999885e+000	6.484437e-001	3.931556e-003
4.589999999999884e+000	6.485631e-001	3.941437e-003
4.599999999999884e+000	6.486822e-001	3.951318e-003
4.609999999999884e+000	6.488010e-001	3.961199e-003
4.619999999999884e+000	6.489195e-001	3.971081e-003
4.629999999999884e+000	6.490377e-001	3.980962e-003
4.639999999999883e+000	6.491557e-001	3.990844e-003
4.649999999999883e+000	6.492733e-001	4.000727e-003
4.659999999999883e+000	6.493908e-001	4.010609e-003
4.669999999999883e+000	6.495079e-001	4.020492e-003
4.679999999999883e+000	6.496248e-001	4.030375e-003
4.689999999999882e+000	6.497414e-001	4.040258e-003
4.699999999999882e+000	6.498577e-001	4.050142e-003
4.709999999999882e+000	6.499738e-001	4.060026e-003
4.719999999999882e+000	6.500896e-001	4.069910e-003
4.729999999999881e+000	6.502051e-001	4.079795e-003
4.739999999999881e+000	6.503204e-001	4.089680e-003
