Freq.	V(n001)	V(n002)	I(C1)	I(R1)	I(V1)
1.95884467350596e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.64468970703440e-006dB,-3.52591996721759e-002°)	(-9.81964042775275e+001dB,8.99647408003278e+001°)	(-9.81964042775275e+001dB,-9.00352591996740e+001°)	(-9.81964042775275e+001dB,-9.00352591996702e+001°)
1.96336027683602e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.65228124916441e-006dB,-3.53404805012646e-002°)	(-9.81764042851191e+001dB,8.99646595194987e+001°)	(-9.81764042851191e+001dB,-9.00353404805101e+001°)	(-9.81764042851191e+001dB,-9.00353404805146e+001°)
1.96788628970681e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.65990783111057e-006dB,-3.54219487018727e-002°)	(-9.81564042927457e+001dB,8.99645780512981e+001°)	(-9.81564042927457e+001dB,-9.00354219487143e+001°)	(-9.81564042927457e+001dB,-9.00354219487214e+001°)
1.97242273611482e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.66756961584435e-006dB,-3.55036047059353e-002°)	(-9.81364043004075e+001dB,8.99644963952941e+001°)	(-9.81364043004075e+001dB,-9.00355036047141e+001°)	(-9.81364043004075e+001dB,-9.00355036047115e+001°)
1.97696964011183e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.67526676537290e-006dB,-3.55854489463830e-002°)	(-9.81164043081046e+001dB,8.99644145510536e+001°)	(-9.81164043081046e+001dB,-9.00355854489424e+001°)	(-9.81164043081046e+001dB,-9.00355854489392e+001°)
1.98152702580507e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.68299944459632e-006dB,-3.56674818571445e-002°)	(-9.80964043158373e+001dB,8.99643325181429e+001°)	(-9.80964043158373e+001dB,-9.00356674818582e+001°)	(-9.80964043158373e+001dB,-9.00356674818594e+001°)
1.98609491735734e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.69076781455744e-006dB,-3.57497038731488e-002°)	(-9.80764043236056e+001dB,8.99642502961268e+001°)	(-9.80764043236056e+001dB,-9.00357497038645e+001°)	(-9.80764043236056e+001dB,-9.00357497038645e+001°)
1.99067333898716e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.69857204208504e-006dB,-3.58321154303275e-002°)	(-9.80564043314099e+001dB,8.99641678845697e+001°)	(-9.80564043314099e+001dB,-9.00358321154211e+001°)	(-9.80564043314099e+001dB,-9.00358321154274e+001°)
1.99526231496885e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.70641229304357e-006dB,-3.59147169656171e-002°)	(-9.80364043392501e+001dB,8.99640852830344e+001°)	(-9.80364043392501e+001dB,-9.00359147169620e+001°)	(-9.80364043392501e+001dB,-9.00359147169582e+001°)
1.99986186963271e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.71428873329748e-006dB,-3.59975089169613e-002°)	(-9.80164043471266e+001dB,8.99640024910830e+001°)	(-9.80164043471266e+001dB,-9.00359975089165e+001°)	(-9.80164043471266e+001dB,-9.00359975089153e+001°)
2.00447202736513e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.72220152871123e-006dB,-3.60804917233135e-002°)	(-9.79964043550394e+001dB,8.99639195082767e+001°)	(-9.79964043550394e+001dB,-9.00360804917092e+001°)	(-9.79964043550394e+001dB,-9.00360804917105e+001°)
2.00909281260870e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.73015084707794e-006dB,-3.61636658246388e-002°)	(-9.79764043629887e+001dB,8.99638363341754e+001°)	(-9.79764043629887e+001dB,-9.00361636658100e+001°)	(-9.79764043629887e+001dB,-9.00361636658037e+001°)
2.01372424986236e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.73813686197667e-006dB,-3.62470316619166e-002°)	(-9.79564043709747e+001dB,8.99637529683381e+001°)	(-9.79564043709747e+001dB,-9.00362470316733e+001°)	(-9.79564043709747e+001dB,-9.00362470316708e+001°)
2.01836636368153e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.74615973445026e-006dB,-3.63305896771429e-002°)	(-9.79364043789976e+001dB,8.99636694103229e+001°)	(-9.79364043789976e+001dB,-9.00363305896782e+001°)	(-9.79364043789976e+001dB,-9.00363305896782e+001°)
2.02301917867824e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.75421963904210e-006dB,-3.64143403133325e-002°)	(-9.79164043870575e+001dB,8.99635856596867e+001°)	(-9.79164043870575e+001dB,-9.00364143403093e+001°)	(-9.79164043870575e+001dB,-9.00364143403030e+001°)
2.02768271952125e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.76231674933129e-006dB,-3.64982840145216e-002°)	(-9.78964043951546e+001dB,8.99635017159855e+001°)	(-9.78964043951546e+001dB,-9.00364982840253e+001°)	(-9.78964043951546e+001dB,-9.00364982840222e+001°)
2.03235701093619e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.77045123021795e-006dB,-3.65824212257698e-002°)	(-9.78764044032891e+001dB,8.99634175787742e+001°)	(-9.78764044032891e+001dB,-9.00365824212201e+001°)	(-9.78764044032891e+001dB,-9.00365824212195e+001°)
2.03704207770569e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.77862326010282e-006dB,-3.66667523931629e-002°)	(-9.78564044114611e+001dB,8.99633332476068e+001°)	(-9.78564044114611e+001dB,-9.00366667523817e+001°)	(-9.78564044114611e+001dB,-9.00366667523879e+001°)
2.04173794466950e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.78683301160064e-006dB,-3.67512779638147e-002°)	(-9.78364044196709e+001dB,8.99632487220362e+001°)	(-9.78364044196709e+001dB,-9.00367512779628e+001°)	(-9.78364044196709e+001dB,-9.00367512779584e+001°)
2.04644463672464e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.79508065539752e-006dB,-3.68359983858701e-002°)	(-9.78164044279185e+001dB,8.99631640016141e+001°)	(-9.78164044279185e+001dB,-9.00368359983806e+001°)	(-9.78164044279185e+001dB,-9.00368359983775e+001°)
2.05116217882553e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.80336636989419e-006dB,-3.69209141085067e-002°)	(-9.77964044362042e+001dB,8.99630790858915e+001°)	(-9.77964044362042e+001dB,-9.00369209141066e+001°)	(-9.77964044362042e+001dB,-9.00369209141072e+001°)
2.05589059598411e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.81169032866974e-006dB,-3.70060255819378e-002°)	(-9.77764044445282e+001dB,8.99629939744181e+001°)	(-9.77764044445282e+001dB,-9.00370060255767e+001°)	(-9.77764044445282e+001dB,-9.00370060255786e+001°)
2.06062991326997e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.82005271108922e-006dB,-3.70913332574145e-002°)	(-9.77564044528906e+001dB,8.99629086667426e+001°)	(-9.77564044528906e+001dB,-9.00370913332705e+001°)	(-9.77564044528906e+001dB,-9.00370913332687e+001°)
2.06538015581050e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.82845368880307e-006dB,-3.71768375872279e-002°)	(-9.77364044612915e+001dB,8.99628231624128e+001°)	(-9.77364044612915e+001dB,-9.00371768375734e+001°)	(-9.77364044612915e+001dB,-9.00371768375777e+001°)
2.07014134879101e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.83689344696232e-006dB,-3.72625390247121e-002°)	(-9.77164044697313e+001dB,8.99627374609753e+001°)	(-9.77164044697313e+001dB,-9.00372625390220e+001°)	(-9.77164044697313e+001dB,-9.00372625390281e+001°)
2.07491351745488e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.84537216011038e-006dB,-3.73484380242461e-002°)	(-9.76964044782100e+001dB,8.99626515619758e+001°)	(-9.76964044782100e+001dB,-9.00373484380196e+001°)	(-9.76964044782100e+001dB,-9.00373484380196e+001°)
2.07969668710366e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.85389000857664e-006dB,-3.74345350412561e-002°)	(-9.76764044867278e+001dB,8.99625654649587e+001°)	(-9.76764044867278e+001dB,-9.00374345350321e+001°)	(-9.76764044867278e+001dB,-9.00374345350278e+001°)
2.08449088309725e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.86244717461915e-006dB,-3.75208305322185e-002°)	(-9.76564044952850e+001dB,8.99624791694678e+001°)	(-9.76564044952850e+001dB,-9.00375208305291e+001°)	(-9.76564044952850e+001dB,-9.00375208305279e+001°)
2.08929613085400e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.87104383856731e-006dB,-3.76073249546618e-002°)	(-9.76364045038817e+001dB,8.99623926750454e+001°)	(-9.76364045038817e+001dB,-9.00376073249546e+001°)	(-9.76364045038817e+001dB,-9.00376073249486e+001°)
2.09411245585086e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.87968018267915e-006dB,-3.76940187671692e-002°)	(-9.76164045125180e+001dB,8.99623059812328e+001°)	(-9.76164045125180e+001dB,-9.00376940187663e+001°)	(-9.76164045125180e+001dB,-9.00376940187638e+001°)
2.09893988362349e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.88835639017706e-006dB,-3.77809124293811e-002°)	(-9.75964045211942e+001dB,8.99622190875706e+001°)	(-9.75964045211942e+001dB,-9.00377809124346e+001°)	(-9.75964045211942e+001dB,-9.00377809124316e+001°)
2.10377843976644e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.89707264428342e-006dB,-3.78680064019975e-002°)	(-9.75764045299105e+001dB,8.99621319935980e+001°)	(-9.75764045299105e+001dB,-9.00378680063951e+001°)	(-9.75764045299105e+001dB,-9.00378680063939e+001°)
2.10862814993325e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.90582913304223e-006dB,-3.79553011467804e-002°)	(-9.75564045386670e+001dB,8.99620446988532e+001°)	(-9.75564045386670e+001dB,-9.00379553011541e+001°)	(-9.75564045386670e+001dB,-9.00379553011523e+001°)
2.11348903983661e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.91462603871156e-006dB,-3.80427971265560e-002°)	(-9.75364045474639e+001dB,8.99619572028734e+001°)	(-9.75364045474639e+001dB,-9.00380427971345e+001°)	(-9.75364045474639e+001dB,-9.00380427971321e+001°)
2.11836113524847e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.92346354837110e-006dB,-3.81304948052179e-002°)	(-9.75164045563014e+001dB,8.99618695051948e+001°)	(-9.75164045563014e+001dB,-9.00381304948009e+001°)	(-9.75164045563014e+001dB,-9.00381304948027e+001°)
2.12324446200018e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.93234185102920e-006dB,-3.82183946477287e-002°)	(-9.74964045651797e+001dB,8.99617816053523e+001°)	(-9.74964045651797e+001dB,-9.00382183946498e+001°)	(-9.74964045651797e+001dB,-9.00382183946475e+001°)
2.12813904598267e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.94126113280122e-006dB,-3.83064971201230e-002°)	(-9.74764045740990e+001dB,8.99616935028799e+001°)	(-9.74764045740990e+001dB,-9.00383064971139e+001°)	(-9.74764045740990e+001dB,-9.00383064971186e+001°)
2.13304491314654e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.95022158751715e-006dB,-3.83948026895096e-002°)	(-9.74564045830594e+001dB,8.99616051973105e+001°)	(-9.74564045830594e+001dB,-9.00383948026952e+001°)	(-9.74564045830594e+001dB,-9.00383948026970e+001°)
2.13796208950219e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.95922339936372e-006dB,-3.84833118240742e-002°)	(-9.74364045920613e+001dB,8.99615166881759e+001°)	(-9.74364045920613e+001dB,-9.00384833118325e+001°)	(-9.74364045920613e+001dB,-9.00384833118325e+001°)
2.14289060112002e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.96826675927792e-006dB,-3.85720249930818e-002°)	(-9.74164046011046e+001dB,8.99614279750069e+001°)	(-9.74164046011046e+001dB,-9.00385720249860e+001°)	(-9.74164046011046e+001dB,-9.00385720249883e+001°)
2.14783047413050e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.97735186494708e-006dB,-3.86609426668789e-002°)	(-9.73964046101897e+001dB,8.99613390573331e+001°)	(-9.73964046101897e+001dB,-9.00386609426663e+001°)	(-9.73964046101897e+001dB,-9.00386609426710e+001°)
2.15278173472433e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.98647890345088e-006dB,-3.87500653168967e-002°)	(-9.73764046193168e+001dB,8.99612499346831e+001°)	(-9.73764046193168e+001dB,-9.00387500653013e+001°)	(-9.73764046193168e+001dB,-9.00387500652966e+001°)
2.15774440915263e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.99564807151231e-006dB,-3.88393934156527e-002°)	(-9.73564046284859e+001dB,8.99611606065844e+001°)	(-9.73564046284859e+001dB,-9.00388393934064e+001°)	(-9.73564046284859e+001dB,-9.00388393934123e+001°)
2.16271852372698e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.00485956296136e-006dB,-3.89289274367539e-002°)	(-9.73364046376974e+001dB,8.99610710725632e+001°)	(-9.73364046376974e+001dB,-9.00389289274430e+001°)	(-9.73364046376974e+001dB,-9.00389289274459e+001°)
2.16770410481966e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.01411357259238e-006dB,-3.90186678548990e-002°)	(-9.73164046469514e+001dB,8.99609813321451e+001°)	(-9.73164046469514e+001dB,-9.00390186678562e+001°)	(-9.73164046469514e+001dB,-9.00390186678533e+001°)
2.17270117886371e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.02341029616400e-006dB,-3.91086151458811e-002°)	(-9.72964046562481e+001dB,8.99608913848541e+001°)	(-9.72964046562481e+001dB,-9.00391086151495e+001°)	(-9.72964046562481e+001dB,-9.00391086151466e+001°)
2.17770977235312e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.03274993039923e-006dB,-3.91987697865900e-002°)	(-9.72764046655878e+001dB,8.99608012302134e+001°)	(-9.72764046655878e+001dB,-9.00391987697729e+001°)	(-9.72764046655878e+001dB,-9.00391987697781e+001°)
2.18272991184296e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.04213267780701e-006dB,-3.92891322550147e-002°)	(-9.72564046749705e+001dB,8.99607108677450e+001°)	(-9.72564046749705e+001dB,-9.00392891322712e+001°)	(-9.72564046749705e+001dB,-9.00392891322706e+001°)
2.18776162394951e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.05155872836004e-006dB,-3.93797030302463e-002°)	(-9.72364046843966e+001dB,8.99606202969698e+001°)	(-9.72364046843966e+001dB,-9.00393797030150e+001°)	(-9.72364046843966e+001dB,-9.00393797030144e+001°)
2.19280493535041e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.06102829228189e-006dB,-3.94704825924802e-002°)	(-9.72164046938662e+001dB,8.99605295174075e+001°)	(-9.72164046938662e+001dB,-9.00394704825901e+001°)	(-9.72164046938662e+001dB,-9.00394704825861e+001°)
2.19785987278478e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.07054156533124e-006dB,-3.95614714230188e-002°)	(-9.71964047033794e+001dB,8.99604385285770e+001°)	(-9.71964047033794e+001dB,-9.00395614714270e+001°)	(-9.71964047033794e+001dB,-9.00395614714298e+001°)
2.20292646305342e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.08009874905271e-006dB,-3.96526700042741e-002°)	(-9.71764047129366e+001dB,8.99603473299957e+001°)	(-9.71764047129366e+001dB,-9.00396526700131e+001°)	(-9.71764047129366e+001dB,-9.00396526700165e+001°)
2.20800473301886e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.08970004595527e-006dB,-3.97440788197698e-002°)	(-9.71564047225379e+001dB,8.99602559211802e+001°)	(-9.71564047225379e+001dB,-9.00397440788195e+001°)	(-9.71564047225379e+001dB,-9.00397440788149e+001°)
2.21309470960560e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.09934566047653e-006dB,-3.98356983541447e-002°)	(-9.71364047321835e+001dB,8.99601643016459e+001°)	(-9.71364047321835e+001dB,-9.00398356983557e+001°)	(-9.71364047321835e+001dB,-9.00398356983488e+001°)
2.21819641980018e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.10903579705412e-006dB,-3.99275290931545e-002°)	(-9.71164047418737e+001dB,8.99600724709069e+001°)	(-9.71164047418737e+001dB,-9.00399275290867e+001°)	(-9.71164047418737e+001dB,-9.00399275290821e+001°)
2.22330989065136e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.11877066108998e-006dB,-4.00195715236747e-002°)	(-9.70964047516085e+001dB,8.99599804284763e+001°)	(-9.70964047516085e+001dB,-9.00400195715157e+001°)	(-9.70964047516085e+001dB,-9.00400195715192e+001°)
2.22843514927026e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.12855046087905e-006dB,-4.01118261337033e-002°)	(-9.70764047613883e+001dB,8.99598881738663e+001°)	(-9.70764047613883e+001dB,-9.00401118261382e+001°)	(-9.70764047613883e+001dB,-9.00401118261331e+001°)
2.23357222283049e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.13837540085896e-006dB,-4.02042934123630e-002°)	(-9.70564047712133e+001dB,8.99597957065876e+001°)	(-9.70564047712133e+001dB,-9.00402042934146e+001°)	(-9.70564047712133e+001dB,-9.00402042934089e+001°)
2.23872113856830e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.14824569028896e-006dB,-4.02969738499044e-002°)	(-9.70364047810835e+001dB,8.99597030261501e+001°)	(-9.70364047810835e+001dB,-9.00402969738520e+001°)	(-9.70364047810835e+001dB,-9.00402969738571e+001°)
2.24388192378272e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.15816154035699e-006dB,-4.03898679377078e-002°)	(-9.70164047909994e+001dB,8.99596101320623e+001°)	(-9.70164047909994e+001dB,-9.00403898679405e+001°)	(-9.70164047909994e+001dB,-9.00403898679428e+001°)
2.24905460583574e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.16812315839365e-006dB,-4.04829761682866e-002°)	(-9.69964048009610e+001dB,8.99595170238317e+001°)	(-9.69964048009610e+001dB,-9.00404829761715e+001°)	(-9.69964048009610e+001dB,-9.00404829761709e+001°)
2.25423921215239e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.17813075655120e-006dB,-4.05762990352893e-002°)	(-9.69764048109686e+001dB,8.99594237009647e+001°)	(-9.69764048109686e+001dB,-9.00405762990281e+001°)	(-9.69764048109686e+001dB,-9.00405762990293e+001°)
2.25943577022094e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.18818454987487e-006dB,-4.06698370335025e-002°)	(-9.69564048210224e+001dB,8.99593301629665e+001°)	(-9.69564048210224e+001dB,-9.00406698370396e+001°)	(-9.69564048210224e+001dB,-9.00406698370447e+001°)
2.26464430759302e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.19828474858827e-006dB,-4.07635906588534e-002°)	(-9.69364048311226e+001dB,8.99592364093411e+001°)	(-9.69364048311226e+001dB,-9.00407635906641e+001°)	(-9.69364048311226e+001dB,-9.00407635906708e+001°)
2.26986485188378e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.20843156677231e-006dB,-4.08575604084123e-002°)	(-9.69164048412694e+001dB,8.99591424395916e+001°)	(-9.69164048412694e+001dB,-9.00408575604055e+001°)	(-9.69164048412694e+001dB,-9.00408575604005e+001°)
2.27509743077203e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.21862522236522e-006dB,-4.09517467803956e-002°)	(-9.68964048514631e+001dB,8.99590482532196e+001°)	(-9.68964048514631e+001dB,-9.00409517467949e+001°)	(-9.68964048514631e+001dB,-9.00409517467927e+001°)
2.28034207200037e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.22886592848359e-006dB,-4.10461502741678e-002°)	(-9.68764048617038e+001dB,8.99589538497258e+001°)	(-9.68764048617038e+001dB,-9.00410461502751e+001°)	(-9.68764048617038e+001dB,-9.00410461502779e+001°)
2.28559880337539e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.23915390210131e-006dB,-4.11407713902450e-002°)	(-9.68564048719918e+001dB,8.99588592286098e+001°)	(-9.68564048719918e+001dB,-9.00411407713873e+001°)	(-9.68564048719918e+001dB,-9.00411407713807e+001°)
2.29086765276773e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.24948936404961e-006dB,-4.12356106302967e-002°)	(-9.68364048823272e+001dB,8.99587643893697e+001°)	(-9.68364048823272e+001dB,-9.00412356106286e+001°)	(-9.68364048823272e+001dB,-9.00412356106220e+001°)
2.29614864811232e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.25987253226672e-006dB,-4.13306684971492e-002°)	(-9.68164048927104e+001dB,8.99586693315029e+001°)	(-9.68164048927104e+001dB,-9.00413306684878e+001°)	(-9.68164048927104e+001dB,-9.00413306684917e+001°)
2.30144181740846e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.27030362854818e-006dB,-4.14259454947876e-002°)	(-9.67964049031415e+001dB,8.99585740545052e+001°)	(-9.67964049031415e+001dB,-9.00414259454979e+001°)	(-9.67964049031415e+001dB,-9.00414259455034e+001°)
2.30674718872002e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.28078286986791e-006dB,-4.15214421283590e-002°)	(-9.67764049136207e+001dB,8.99584785578716e+001°)	(-9.67764049136207e+001dB,-9.00415214421219e+001°)	(-9.67764049136207e+001dB,-9.00415214421263e+001°)
2.31206479017555e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.29131048284309e-006dB,-4.16171589041749e-002°)	(-9.67564049241484e+001dB,8.99583828410958e+001°)	(-9.67564049241484e+001dB,-9.00416171589019e+001°)	(-9.67564049241484e+001dB,-9.00416171589079e+001°)
2.31739464996843e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.30188668926927e-006dB,-4.17130963297140e-002°)	(-9.67364049347246e+001dB,8.99582869036703e+001°)	(-9.67364049347246e+001dB,-9.00417130963274e+001°)	(-9.67364049347246e+001dB,-9.00417130963235e+001°)
2.32273679635706e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.31251171287067e-006dB,-4.18092549136249e-002°)	(-9.67164049453496e+001dB,8.99581907450864e+001°)	(-9.67164049453496e+001dB,-9.00418092549141e+001°)	(-9.67164049453496e+001dB,-9.00418092549130e+001°)
2.32809125766496e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.32318577930015e-006dB,-4.19056351657286e-002°)	(-9.66964049560236e+001dB,8.99580943648343e+001°)	(-9.66964049560236e+001dB,-9.00419056351691e+001°)	(-9.66964049560236e+001dB,-9.00419056351713e+001°)
2.33345806228096e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.33390911421057e-006dB,-4.20022375970214e-002°)	(-9.66764049667470e+001dB,8.99579977624030e+001°)	(-9.66764049667470e+001dB,-9.00420022375903e+001°)	(-9.66764049667470e+001dB,-9.00420022375892e+001°)
2.33883723865931e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.34468194614781e-006dB,-4.20990627196776e-002°)	(-9.66564049775198e+001dB,8.99579009372803e+001°)	(-9.66564049775198e+001dB,-9.00420990627190e+001°)	(-9.66564049775198e+001dB,-9.00420990627217e+001°)
2.34422881531988e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.35550450269337e-006dB,-4.21961110470522e-002°)	(-9.66364049883424e+001dB,8.99578038889530e+001°)	(-9.66364049883424e+001dB,-9.00421961110440e+001°)	(-9.66364049883424e+001dB,-9.00421961110380e+001°)
2.34963282084826e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.36637701625043e-006dB,-4.22933830936835e-002°)	(-9.66164049992149e+001dB,8.99577066169063e+001°)	(-9.66164049992149e+001dB,-9.00422933830968e+001°)	(-9.66164049992149e+001dB,-9.00422933830979e+001°)
2.35504928389596e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.37729971150754e-006dB,-4.23908793752959e-002°)	(-9.65964050101376e+001dB,8.99576091206247e+001°)	(-9.65964050101376e+001dB,-9.00423908793655e+001°)	(-9.65964050101376e+001dB,-9.00423908793623e+001°)
2.36047823318053e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.38827282472518e-006dB,-4.24886004088028e-002°)	(-9.65764050211107e+001dB,8.99575113995912e+001°)	(-9.65764050211107e+001dB,-9.00424886003978e+001°)	(-9.65764050211107e+001dB,-9.00424886003957e+001°)
2.36591969748571e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.39929659023519e-006dB,-4.25865467123092e-002°)	(-9.65564050321345e+001dB,8.99574134532877e+001°)	(-9.65564050321345e+001dB,-9.00425865467149e+001°)	(-9.65564050321345e+001dB,-9.00425865467175e+001°)
2.37137370566161e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.41037123658342e-006dB,-4.26847188051142e-002°)	(-9.65364050432091e+001dB,8.99573152811949e+001°)	(-9.65364050432091e+001dB,-9.00426847188113e+001°)	(-9.65364050432091e+001dB,-9.00426847188161e+001°)
2.37684028662483e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.42149700292335e-006dB,-4.27831172077142e-002°)	(-9.65164050543349e+001dB,8.99572168827923e+001°)	(-9.65164050543349e+001dB,-9.00427831172152e+001°)	(-9.65164050543349e+001dB,-9.00427831172152e+001°)
2.38231946935864e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.43267412069384e-006dB,-4.28817424418055e-002°)	(-9.64964050655120e+001dB,8.99571182575582e+001°)	(-9.64964050655120e+001dB,-9.00428817424368e+001°)	(-9.64964050655120e+001dB,-9.00428817424342e+001°)
2.38781128291313e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.44390283194135e-006dB,-4.29805950302868e-002°)	(-9.64764050767407e+001dB,8.99570194049697e+001°)	(-9.64764050767407e+001dB,-9.00429805950363e+001°)	(-9.64764050767407e+001dB,-9.00429805950406e+001°)
2.39331575640534e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.45518337099771e-006dB,-4.30796754972624e-002°)	(-9.64564050880212e+001dB,8.99569203245027e+001°)	(-9.64564050880212e+001dB,-9.00430796754964e+001°)	(-9.64564050880212e+001dB,-9.00430796754911e+001°)
2.39883291901944e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.46651597894506e-006dB,-4.31789843680448e-002°)	(-9.64364050993539e+001dB,8.99568210156320e+001°)	(-9.64364050993539e+001dB,-9.00431789843662e+001°)	(-9.64364050993539e+001dB,-9.00431789843699e+001°)
2.40436280000688e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.47790089590121e-006dB,-4.32785221691572e-002°)	(-9.64164051107388e+001dB,8.99567214778309e+001°)	(-9.64164051107388e+001dB,-9.00432785221602e+001°)	(-9.64164051107388e+001dB,-9.00432785221639e+001°)
2.40990542868655e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.48933836584130e-006dB,-4.33782894283368e-002°)	(-9.63964051221762e+001dB,8.99566217105717e+001°)	(-9.63964051221762e+001dB,-9.00433782894417e+001°)	(-9.63964051221762e+001dB,-9.00433782894470e+001°)
