Freq.	V(n001)	V(n002)	I(C1)	I(R1)	I(V1)
1.00000000000000e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.28631451720048e-007dB,-1.79999994078238e-002°)	(-1.04036403061469e+002dB,8.99820000005922e+001°)	(-1.04036403061469e+002dB,-9.00179999994215e+001°)	(-1.04036403061469e+002dB,-9.00179999994190e+001°)
1.00230523807790e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.30609924872263e-007dB,-1.80414936891212e-002°)	(-1.04016403063448e+002dB,8.99819585063109e+001°)	(-1.04016403063448e+002dB,-9.00180414937019e+001°)	(-1.04016403063448e+002dB,-9.00180414937170e+001°)
1.00461579027840e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.32597528277837e-007dB,-1.80830836245969e-002°)	(-1.03996403065435e+002dB,8.99819169163754e+001°)	(-1.03996403065435e+002dB,-9.00180830835947e+001°)	(-1.03996403065435e+002dB,-9.00180830835859e+001°)
1.00693166885180e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.34594310153152e-007dB,-1.81247694347564e-002°)	(-1.03976403067432e+002dB,8.99818752305653e+001°)	(-1.03976403067432e+002dB,-9.00181247694532e+001°)	(-1.03976403067432e+002dB,-9.00181247694683e+001°)
1.00925288607668e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.36600306178331e-007dB,-1.81665513406135e-002°)	(-1.03956403069438e+002dB,8.99818334486594e+001°)	(-1.03956403069438e+002dB,-9.00181665513607e+001°)	(-1.03956403069438e+002dB,-9.00181665513582e+001°)
1.01157945425990e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.38615559748121e-007dB,-1.82084295636916e-002°)	(-1.03936403071453e+002dB,8.99817915704363e+001°)	(-1.03936403071453e+002dB,-9.00182084295544e+001°)	(-1.03936403071453e+002dB,-9.00182084295569e+001°)
1.01391138573668e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.40640117150247e-007dB,-1.82504043260246e-002°)	(-1.03916403073478e+002dB,8.99817495956740e+001°)	(-1.03916403073478e+002dB,-9.00182504043037e+001°)	(-1.03916403073478e+002dB,-9.00182504042950e+001°)
1.01624869287070e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.42674019850800e-007dB,-1.82924758501584e-002°)	(-1.03896403075512e+002dB,8.99817075241498e+001°)	(-1.03896403075512e+002dB,-9.00182924758500e+001°)	(-1.03896403075512e+002dB,-9.00182924758575e+001°)
1.01859138805412e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.44717310280197e-007dB,-1.83346443591519e-002°)	(-1.03876403077555e+002dB,8.99816653556409e+001°)	(-1.03876403077555e+002dB,-9.00183346443474e+001°)	(-1.03876403077555e+002dB,-9.00183346443350e+001°)
1.02093948370768e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.46770033761837e-007dB,-1.83769100765780e-002°)	(-1.03856403079608e+002dB,8.99816230899234e+001°)	(-1.03856403079608e+002dB,-9.00183769101015e+001°)	(-1.03856403079608e+002dB,-9.00183769100903e+001°)
1.02329299228075e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.48832227904501e-007dB,-1.84192732265253e-002°)	(-1.03836403081670e+002dB,8.99815807267735e+001°)	(-1.03836403081670e+002dB,-9.00184192732116e+001°)	(-1.03836403081670e+002dB,-9.00184192731992e+001°)
1.02565192625141e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.50903943817553e-007dB,-1.84617340335987e-002°)	(-1.03816403083742e+002dB,8.99815382659664e+001°)	(-1.03816403083742e+002dB,-9.00184617340272e+001°)	(-1.03816403083742e+002dB,-9.00184617340396e+001°)
1.02801629812647e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.52985220074102e-007dB,-1.85042927229211e-002°)	(-1.03796403085823e+002dB,8.99814957072771e+001°)	(-1.03796403085823e+002dB,-9.00185042926919e+001°)	(-1.03796403085823e+002dB,-9.00185042927030e+001°)
1.03038612044162e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.55076106819184e-007dB,-1.85469495201341e-002°)	(-1.03776403087914e+002dB,8.99814530504799e+001°)	(-1.03776403087914e+002dB,-9.00185469495190e+001°)	(-1.03776403087914e+002dB,-9.00185469495203e+001°)
1.03276140576140e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.57176642625909e-007dB,-1.85897046513997e-002°)	(-1.03756403090014e+002dB,8.99814102953486e+001°)	(-1.03756403090014e+002dB,-9.00185897046568e+001°)	(-1.03756403090014e+002dB,-9.00185897046604e+001°)
1.03514216667934e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.59286872817674e-007dB,-1.86325583434012e-002°)	(-1.03736403092125e+002dB,8.99813674416566e+001°)	(-1.03736403092125e+002dB,-9.00186325583242e+001°)	(-1.03736403092125e+002dB,-9.00186325583156e+001°)
1.03752841581801e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.61406845610865e-007dB,-1.86755108233443e-002°)	(-1.03716403094245e+002dB,8.99813244891767e+001°)	(-1.03716403094245e+002dB,-9.00186755108304e+001°)	(-1.03716403094245e+002dB,-9.00186755108231e+001°)
1.03992016582906e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.63536601507243e-007dB,-1.87185623189587e-002°)	(-1.03696403096374e+002dB,8.99812814376810e+001°)	(-1.03696403096374e+002dB,-9.00187185623007e+001°)	(-1.03696403096374e+002dB,-9.00187185622983e+001°)
1.04231742939330e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.65676189687520e-007dB,-1.87617130584989e-002°)	(-1.03676403098514e+002dB,8.99812382869415e+001°)	(-1.03676403098514e+002dB,-9.00187617130477e+001°)	(-1.03676403098514e+002dB,-9.00187617130622e+001°)
1.04472021922080e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.67825655475096e-007dB,-1.88049632707456e-002°)	(-1.03656403100663e+002dB,8.99811950367293e+001°)	(-1.03656403100663e+002dB,-9.00188049632977e+001°)	(-1.03656403100663e+002dB,-9.00188049633062e+001°)
1.04712854805090e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.69985039371733e-007dB,-1.88483131850069e-002°)	(-1.03636403102823e+002dB,8.99811516868150e+001°)	(-1.03636403102823e+002dB,-9.00188483131921e+001°)	(-1.03636403102823e+002dB,-9.00188483131837e+001°)
1.04954242865232e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.72154390558144e-007dB,-1.88917630311196e-002°)	(-1.03616403104992e+002dB,8.99811082369689e+001°)	(-1.03616403104992e+002dB,-9.00188917630195e+001°)	(-1.03616403104992e+002dB,-9.00188917630219e+001°)
1.05196187382322e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.74333755322056e-007dB,-1.89353130394502e-002°)	(-1.03596403107171e+002dB,8.99810646869606e+001°)	(-1.03596403107171e+002dB,-9.00189353130212e+001°)	(-1.03596403107171e+002dB,-9.00189353130188e+001°)
1.05438689639126e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.76523182844180e-007dB,-1.89789634408964e-002°)	(-1.03576403109361e+002dB,8.99810210365591e+001°)	(-1.03576403109361e+002dB,-9.00189789634502e+001°)	(-1.03576403109361e+002dB,-9.00189789634550e+001°)
1.05681750921366e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.78722714590608e-007dB,-1.90227144668880e-002°)	(-1.03556403111560e+002dB,8.99809772855331e+001°)	(-1.03556403111560e+002dB,-9.00190227144936e+001°)	(-1.03556403111560e+002dB,-9.00190227144828e+001°)
1.05925372517729e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.80932395884740e-007dB,-1.90665663493884e-002°)	(-1.03536403113770e+002dB,8.99809334336506e+001°)	(-1.03536403113770e+002dB,-9.00190665663499e+001°)	(-1.03536403113770e+002dB,-9.00190665663368e+001°)
1.06169555719872e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.83152279764598e-007dB,-1.91105193208957e-002°)	(-1.03516403115990e+002dB,8.99808894806791e+001°)	(-1.03516403115990e+002dB,-9.00191105193247e+001°)	(-1.03516403115990e+002dB,-9.00191105193331e+001°)
1.06414301822431e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.85382407696273e-007dB,-1.91545736144440e-002°)	(-1.03496403118220e+002dB,8.99808454263856e+001°)	(-1.03496403118220e+002dB,-9.00191545736006e+001°)	(-1.03496403118220e+002dB,-9.00191545736006e+001°)
1.06659612123026e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.87622830789131e-007dB,-1.91987294636046e-002°)	(-1.03476403120461e+002dB,8.99808012705364e+001°)	(-1.03476403120461e+002dB,-9.00191987294475e+001°)	(-1.03476403120461e+002dB,-9.00191987294392e+001°)
1.06905487922266e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.89873595330902e-007dB,-1.92429871024871e-002°)	(-1.03456403122711e+002dB,8.99807570128975e+001°)	(-1.03456403122711e+002dB,-9.00192429870891e+001°)	(-1.03456403122711e+002dB,-9.00192429870808e+001°)
1.07151930523760e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.92134750502297e-007dB,-1.92873467657410e-002°)	(-1.03436403124972e+002dB,8.99807126532343e+001°)	(-1.03436403124972e+002dB,-9.00192873467790e+001°)	(-1.03436403124972e+002dB,-9.00192873467790e+001°)
1.07398941234124e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.94406341626718e-007dB,-1.93318086885565e-002°)	(-1.03416403127244e+002dB,8.99806681913114e+001°)	(-1.03416403127244e+002dB,-9.00193318087059e+001°)	(-1.03416403127244e+002dB,-9.00193318087200e+001°)
1.07646521362983e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.96688415956221e-007dB,-1.93763731066661e-002°)	(-1.03396403129526e+002dB,8.99806236268933e+001°)	(-1.03396403129526e+002dB,-9.00193763730885e+001°)	(-1.03396403129526e+002dB,-9.00193763730826e+001°)
1.07894672222983e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-4.98981026528828e-007dB,-1.94210402563458e-002°)	(-1.03376403131819e+002dB,8.99805789597437e+001°)	(-1.03376403131819e+002dB,-9.00194210402689e+001°)	(-1.03376403131819e+002dB,-9.00194210402724e+001°)
1.08143395129794e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.01284217703614e-007dB,-1.94658103744161e-002°)	(-1.03356403134122e+002dB,8.99805341896256e+001°)	(-1.03356403134122e+002dB,-9.00194658103742e+001°)	(-1.03356403134122e+002dB,-9.00194658103636e+001°)
1.08392691402120e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.03598040589946e-007dB,-1.95106836982434e-002°)	(-1.03336403136436e+002dB,8.99804893163018e+001°)	(-1.03336403136436e+002dB,-9.00195106836923e+001°)	(-1.03336403136436e+002dB,-9.00195106836865e+001°)
1.08642562361706e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.05922543404209e-007dB,-1.95556604657415e-002°)	(-1.03316403138760e+002dB,8.99804443395343e+001°)	(-1.03316403138760e+002dB,-9.00195556604654e+001°)	(-1.03316403138760e+002dB,-9.00195556604748e+001°)
1.08893009333343e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.08257775327114e-007dB,-1.96007409153724e-002°)	(-1.03296403141095e+002dB,8.99803992590846e+001°)	(-1.03296403141095e+002dB,-9.00196007409089e+001°)	(-1.03296403141095e+002dB,-9.00196007408961e+001°)
1.09144033644875e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.10603786503702e-007dB,-1.96459252861481e-002°)	(-1.03276403143442e+002dB,8.99803540747139e+001°)	(-1.03276403143442e+002dB,-9.00196459252856e+001°)	(-1.03276403143442e+002dB,-9.00196459252844e+001°)
1.09395636627209e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.12960625150358e-007dB,-1.96912138176312e-002°)	(-1.03256403145798e+002dB,8.99803087861824e+001°)	(-1.03256403145798e+002dB,-9.00196912137945e+001°)	(-1.03256403145798e+002dB,-9.00196912137910e+001°)
1.09647819614318e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.15328345269431e-007dB,-1.97366067499370e-002°)	(-1.03236403148166e+002dB,8.99802633932501e+001°)	(-1.03236403148166e+002dB,-9.00197366067561e+001°)	(-1.03236403148166e+002dB,-9.00197366067619e+001°)
1.09900583943252e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.17706993148652e-007dB,-1.97821043237339e-002°)	(-1.03216403150545e+002dB,8.99802178956763e+001°)	(-1.03216403150545e+002dB,-9.00197821043343e+001°)	(-1.03216403150545e+002dB,-9.00197821043320e+001°)
1.10153930954141e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.20096618933060e-007dB,-1.98277067802453e-002°)	(-1.03196403152934e+002dB,8.99801722932198e+001°)	(-1.03196403152934e+002dB,-9.00198277067774e+001°)	(-1.03196403152934e+002dB,-9.00198277067728e+001°)
1.10407861990207e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.22497275660680e-007dB,-1.98734143612508e-002°)	(-1.03176403155335e+002dB,8.99801265856388e+001°)	(-1.03176403155335e+002dB,-9.00198734143622e+001°)	(-1.03176403155335e+002dB,-9.00198734143759e+001°)
1.10662378397766e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.24909012512224e-007dB,-1.99192273090870e-002°)	(-1.03156403157747e+002dB,8.99800807726909e+001°)	(-1.03156403157747e+002dB,-9.00199192273016e+001°)	(-1.03156403157747e+002dB,-9.00199192273096e+001°)
1.10917481526240e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.27331883490042e-007dB,-1.99651458666495e-002°)	(-1.03136403160170e+002dB,8.99800348541334e+001°)	(-1.03136403160170e+002dB,-9.00199651458737e+001°)	(-1.03136403160170e+002dB,-9.00199651458772e+001°)
1.11173172728159e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.29765936810520e-007dB,-2.00111702773936e-002°)	(-1.03116403162604e+002dB,8.99799888297226e+001°)	(-1.03116403162604e+002dB,-9.00200111702752e+001°)	(-1.03116403162604e+002dB,-9.00200111702877e+001°)
1.11429453359173e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.32211224547354e-007dB,-2.00573007853360e-002°)	(-1.03096403165049e+002dB,8.99799426992147e+001°)	(-1.03096403165049e+002dB,-9.00200573007853e+001°)	(-1.03096403165049e+002dB,-9.00200573007989e+001°)
1.11686324778056e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.34667799738567e-007dB,-2.01035376350557e-002°)	(-1.03076403167506e+002dB,8.99798964623649e+001°)	(-1.03076403167506e+002dB,-9.00201035376205e+001°)	(-1.03076403167506e+002dB,-9.00201035376318e+001°)
1.11943788346715e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.37135713493527e-007dB,-2.01498810716958e-002°)	(-1.03056403169973e+002dB,8.99798501189283e+001°)	(-1.03056403169973e+002dB,-9.00201498810612e+001°)	(-1.03056403169973e+002dB,-9.00201498810555e+001°)
1.12201845430196e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.39615019814587e-007dB,-2.01963313409641e-002°)	(-1.03036403172453e+002dB,8.99798036686590e+001°)	(-1.03036403172453e+002dB,-9.00201963313431e+001°)	(-1.03036403172453e+002dB,-9.00201963313307e+001°)
1.12460497396692e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.42105770775441e-007dB,-2.02428886891353e-002°)	(-1.03016403174943e+002dB,8.99797571113109e+001°)	(-1.03016403174943e+002dB,-9.00202428886936e+001°)	(-1.03016403174943e+002dB,-9.00202428886812e+001°)
1.12719745617551e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.44608016521132e-007dB,-2.02895533630515e-002°)	(-1.02996403177446e+002dB,8.99797104466369e+001°)	(-1.02996403177446e+002dB,-9.00202895533674e+001°)	(-1.02996403177446e+002dB,-9.00202895533787e+001°)
1.12979591467279e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.47121812018338e-007dB,-2.03363256101239e-002°)	(-1.02976403179960e+002dB,8.99796636743899e+001°)	(-1.02976403179960e+002dB,-9.00203363256111e+001°)	(-1.02976403179960e+002dB,-9.00203363256022e+001°)
1.13240036323555e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.49647211269411e-007dB,-2.03832056783340e-002°)	(-1.02956403182485e+002dB,8.99796167943217e+001°)	(-1.02956403182485e+002dB,-9.00203832056625e+001°)	(-1.02956403182485e+002dB,-9.00203832056625e+001°)
1.13501081567231e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.52184268276703e-007dB,-2.04301938162351e-002°)	(-1.02936403185022e+002dB,8.99795698061838e+001°)	(-1.02936403185022e+002dB,-9.00204301938223e+001°)	(-1.02936403185022e+002dB,-9.00204301938334e+001°)
1.13762728582343e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.54733034149582e-007dB,-2.04772902729532e-002°)	(-1.02916403187571e+002dB,8.99795227097271e+001°)	(-1.02916403187571e+002dB,-9.00204772902755e+001°)	(-1.02916403187571e+002dB,-9.00204772902688e+001°)
1.14024978756117e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.57293566747711e-007dB,-2.05244952981890e-002°)	(-1.02896403190131e+002dB,8.99794755047018e+001°)	(-1.02896403190131e+002dB,-9.00205244953056e+001°)	(-1.02896403190131e+002dB,-9.00205244953089e+001°)
1.14287833478977e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.59865916216131e-007dB,-2.05718091422185e-002°)	(-1.02876403192704e+002dB,8.99794281908578e+001°)	(-1.02876403192704e+002dB,-9.00205718091518e+001°)	(-1.02876403192704e+002dB,-9.00205718091462e+001°)
1.14551294144553e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.62450139450178e-007dB,-2.06192320558947e-002°)	(-1.02856403195288e+002dB,8.99793807679441e+001°)	(-1.02856403195288e+002dB,-9.00206192320624e+001°)	(-1.02856403195288e+002dB,-9.00206192320757e+001°)
1.14815362149688e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.65046290452204e-007dB,-2.06667642906488e-002°)	(-1.02836403197884e+002dB,8.99793332357093e+001°)	(-1.02836403197884e+002dB,-9.00206667642772e+001°)	(-1.02836403197884e+002dB,-9.00206667642728e+001°)
1.15080038894443e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.67654427081870e-007dB,-2.07144060984920e-002°)	(-1.02816403200492e+002dB,8.99792855939015e+001°)	(-1.02816403200492e+002dB,-9.00207144061154e+001°)	(-1.02816403200492e+002dB,-9.00207144061253e+001°)
1.15345325782109e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.70274599484220e-007dB,-2.07621577320159e-002°)	(-1.02796403203112e+002dB,8.99792378422680e+001°)	(-1.02796403203112e+002dB,-9.00207621577287e+001°)	(-1.02796403203112e+002dB,-9.00207621577364e+001°)
1.15611224219209e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.72906866483244e-007dB,-2.08100194443948e-002°)	(-1.02776403205745e+002dB,8.99791899805556e+001°)	(-1.02776403205745e+002dB,-9.00208100194366e+001°)	(-1.02776403205745e+002dB,-9.00208100194487e+001°)
1.15877735615512e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.75551284974277e-007dB,-2.08579914893864e-002°)	(-1.02756403208389e+002dB,8.99791420085106e+001°)	(-1.02756403208389e+002dB,-9.00208579914790e+001°)	(-1.02756403208389e+002dB,-9.00208579914856e+001°)
1.16144861384034e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.78207908959671e-007dB,-2.09060741213334e-002°)	(-1.02736403211046e+002dB,8.99790939258787e+001°)	(-1.02736403211046e+002dB,-9.00209060741223e+001°)	(-1.02736403211046e+002dB,-9.00209060741169e+001°)
1.16412602941049e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.80876796299090e-007dB,-2.09542675951649e-002°)	(-1.02716403213715e+002dB,8.99790457324048e+001°)	(-1.02716403213715e+002dB,-9.00209542676065e+001°)	(-1.02716403213715e+002dB,-9.00209542676032e+001°)
1.16680961706096e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.83558000030559e-007dB,-2.10025721663976e-002°)	(-1.02696403216396e+002dB,8.99789974278336e+001°)	(-1.02696403216396e+002dB,-9.00210025721630e+001°)	(-1.02696403216396e+002dB,-9.00210025721695e+001°)
1.16949939101987e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.86251582835380e-007dB,-2.10509880911374e-002°)	(-1.02676403219089e+002dB,8.99789490119089e+001°)	(-1.02676403219089e+002dB,-9.00210509881013e+001°)	(-1.02676403219089e+002dB,-9.00210509881131e+001°)
1.17219536554813e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.88957594858595e-007dB,-2.10995156260802e-002°)	(-1.02656403221795e+002dB,8.99789004843739e+001°)	(-1.02656403221795e+002dB,-9.00210995156177e+001°)	(-1.02656403221795e+002dB,-9.00210995156145e+001°)
1.17489755493952e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.91676100710161e-007dB,-2.11481550285141e-002°)	(-1.02636403224514e+002dB,8.99788518449715e+001°)	(-1.02636403224514e+002dB,-9.00211481550385e+001°)	(-1.02636403224514e+002dB,-9.00211481550342e+001°)
1.17760597352080e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.94407153428104e-007dB,-2.11969065563199e-002°)	(-1.02616403227245e+002dB,8.99788030934437e+001°)	(-1.02616403227245e+002dB,-9.00211969065597e+001°)	(-1.02616403227245e+002dB,-9.00211969065619e+001°)
1.18032063565172e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.97150811836415e-007dB,-2.12457704679732e-002°)	(-1.02596403229989e+002dB,8.99787542295320e+001°)	(-1.02596403229989e+002dB,-9.00212457704724e+001°)	(-1.02596403229989e+002dB,-9.00212457704595e+001°)
1.18304155572516e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-5.99907133794758e-007dB,-2.12947470225453e-002°)	(-1.02576403232745e+002dB,8.99787052529775e+001°)	(-1.02576403232745e+002dB,-9.00212947470237e+001°)	(-1.02576403232745e+002dB,-9.00212947470334e+001°)
1.18576874816716e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.02676180055780e-007dB,-2.13438364797046e-002°)	(-1.02556403235514e+002dB,8.99786561635203e+001°)	(-1.02556403235514e+002dB,-9.00213438364867e+001°)	(-1.02556403235514e+002dB,-9.00213438364738e+001°)
1.18850222743701e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.05458005586162e-007dB,-2.13930390997184e-002°)	(-1.02536403238296e+002dB,8.99786069609003e+001°)	(-1.02536403238296e+002dB,-9.00213930390907e+001°)	(-1.02536403238296e+002dB,-9.00213930390960e+001°)
1.19124200802737e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.08252674031534e-007dB,-2.14423551434537e-002°)	(-1.02516403241090e+002dB,8.99785576448566e+001°)	(-1.02516403241090e+002dB,-9.00214423551589e+001°)	(-1.02516403241090e+002dB,-9.00214423551525e+001°)
1.19398810446427e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.11060240358577e-007dB,-2.14917848723791e-002°)	(-1.02496403243898e+002dB,8.99785082151276e+001°)	(-1.02496403243898e+002dB,-9.00214917848859e+001°)	(-1.02496403243898e+002dB,-9.00214917848869e+001°)
1.19674053130724e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.13880766284267e-007dB,-2.15413285485655e-002°)	(-1.02476403246719e+002dB,8.99784586714514e+001°)	(-1.02476403246719e+002dB,-9.00215413285595e+001°)	(-1.02476403246719e+002dB,-9.00215413285606e+001°)
1.19949930314937e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.16714310632596e-007dB,-2.15909864346886e-002°)	(-1.02456403249552e+002dB,8.99784090135653e+001°)	(-1.02456403249552e+002dB,-9.00215909864414e+001°)	(-1.02456403249552e+002dB,-9.00215909864520e+001°)
1.20226443461741e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.19560934156210e-007dB,-2.16407587940290e-002°)	(-1.02436403252399e+002dB,8.99783592412060e+001°)	(-1.02436403252399e+002dB,-9.00216407588012e+001°)	(-1.02436403252399e+002dB,-9.00216407588043e+001°)
1.20503594037179e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.22420696643432e-007dB,-2.16906458904747e-002°)	(-1.02416403255258e+002dB,8.99783093541095e+001°)	(-1.02416403255258e+002dB,-9.00216906458823e+001°)	(-1.02416403255258e+002dB,-9.00216906458781e+001°)
1.20781383510677e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.25293659811234e-007dB,-2.17406479885216e-002°)	(-1.02396403258131e+002dB,8.99782593520115e+001°)	(-1.02396403258131e+002dB,-9.00217406479866e+001°)	(-1.02396403258131e+002dB,-9.00217406479772e+001°)
1.21059813355048e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.28179884412266e-007dB,-2.17907653532758e-002°)	(-1.02376403261018e+002dB,8.99782092346467e+001°)	(-1.02376403261018e+002dB,-9.00217907653394e+001°)	(-1.02376403261018e+002dB,-9.00217907653436e+001°)
1.21338885046497e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.31079430234848e-007dB,-2.18409982504540e-002°)	(-1.02356403263917e+002dB,8.99781590017495e+001°)	(-1.02356403263917e+002dB,-9.00218409982408e+001°)	(-1.02356403263917e+002dB,-9.00218409982367e+001°)
1.21618600064636e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.33992359960283e-007dB,-2.18913469463860e-002°)	(-1.02336403266830e+002dB,8.99781086530536e+001°)	(-1.02336403266830e+002dB,-9.00218913469316e+001°)	(-1.02336403266830e+002dB,-9.00218913469326e+001°)
1.21898959892486e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.36918736269874e-007dB,-2.19418117080150e-002°)	(-1.02316403269756e+002dB,8.99780581882920e+001°)	(-1.02316403269756e+002dB,-9.00219418117098e+001°)	(-1.02316403269756e+002dB,-9.00219418116984e+001°)
1.22179966016487e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.39858619916271e-007dB,-2.19923928028999e-002°)	(-1.02296403272696e+002dB,8.99780076071971e+001°)	(-1.02296403272696e+002dB,-9.00219923928145e+001°)	(-1.02296403272696e+002dB,-9.00219923928176e+001°)
1.22461619926504e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.42812073580776e-007dB,-2.20430904992164e-002°)	(-1.02276403275650e+002dB,8.99779569095008e+001°)	(-1.02276403275650e+002dB,-9.00220430905087e+001°)	(-1.02276403275650e+002dB,-9.00220430905129e+001°)
1.22743923115840e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.45779158016038e-007dB,-2.20939050657583e-002°)	(-1.02256403278617e+002dB,8.99779060949342e+001°)	(-1.02256403278617e+002dB,-9.00220939050630e+001°)	(-1.02256403278617e+002dB,-9.00220939050754e+001°)
1.23026877081238e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.48759938796344e-007dB,-2.21448367719390e-002°)	(-1.02236403281598e+002dB,8.99778551632281e+001°)	(-1.02236403281598e+002dB,-9.00221448367715e+001°)	(-1.02236403281598e+002dB,-9.00221448367612e+001°)
